spec,programText,verdict,verdictTest,task,tests
d1036e2d-7ed2-4597-a83d-f3c2a8877597,"k=int(input())\nS=0\nfor i in range(k):\n    n, m = map(int, input().split())\n    if n<=m:\n        print('NO')\n    elif m==1 or m==2:\n        print('YES')\n    else:\n        for g in range(1, m+1):\n            S+=1\n        if S>n:\n            print('NO')\n        else:\n            print('YES')",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
0e18b763-d60f-44a3-a0e0-80c126498102,n=int(input())\r\nprint((n-1)*3),OK,9,fb76df8b-f50e-400b-aa83-29cd6b682372,10
9b7023e2-9957-4f0e-8485-3ed4da868e9c,"k=int(input())\nS=0\nfor i in range(k):\n    n, m = map(int, input().split())\n    if n<m or n==m>1:\n        print('NO')\n    elif m==1 or m==2:\n        print('YES')\n    else:\n        for g in range(1, m+1):\n            S+=1\n        if S>n:\n            print('NO')\n        else:\n            print('YES')",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
02948d2e-64fc-416a-9878-47fbb61efef2,"a, b = map(int, input().split())\nc = list(map(int,input().split()))\nfor y in range(len(c)-1):\n    if c[y]>a:\n        c[y+1]+=c[y]-a\nif c[-1]>a:\n    print(c[-1]-a)\nelse:\n    print(0)",OK,9,85b72f3a-191b-4d99-9207-6a82ed1e73c9,10
8b5710b3-0987-44e1-8c00-2d9d031590a2,"n = int(input())\nsp = []\nfor i in range(n):\n    y = input().split()\n    if int(y[0]) >= int(y[1]):\n        s = 0\n        for i in range(int(y[1])):\n            s += i\n        if s < int(y[0]):\n            sp.append(""YES"")\n        else:\n            sp.append(""NO"")\n    else:\n        sp.append(""NO"")\nfor i in sp:\n    print(i)",OK,9,c270a9c3-67af-4113-8e7d-a7a94792013d,10
83c363b9-7450-4755-b94b-ca267788fe3c,"k=int(input())\nS=0\nfor i in range(k):\n    n, m = map(int, input().split())\n    if n<m or n==m>1:\n        print('NO')\n    elif m==1 or m==2:\n        print('YES')\n    else:\n        for g in range(1, m+1):\n            S+=g\n        if S>n:\n            print('NO')\n        else:\n            print('YES')",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
f066de40-97c7-413c-9b9f-0053aea10eda,"from math import *\nk=int(input())\nfor i in range(0,k):\n    a,b=map(int,input().split())\n    if a>b and factorial(a-2)>=a :\n        print(""YES"")\n    else:\n        print(""NO"")",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
cb6d3f16-1a36-41cf-ac38-6597611aeb2f,"a1, b1= map(int, input(). split())\r\na2, b2= map(int, input(). split())\r\na3, b3= map(int, input(). split())\r\na4=a1-a3\r\nb4=b1-b2\r\nprint(a4, b4)",OK,9,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
cd0110e8-baa4-4200-8775-1e224b8ce487,"k, m, n = map(int, input().split())\r\nx = 0\r\nif k <= 0 or n <= 0 or m <= 0:\r\n    print(0)\r\nelse:\r\n    if k < n:\r\n        c = n//k\r\n        v = n/k\r\n        if c < v:\r\n            c += 1\r\n        x = (m*2)*c\r\n    else:\r\n        x = (m*2*1)\r\n    print(x)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
9db3cfde-369d-4845-a389-d1b49eeef6b5,"from math import *\nk=int(input())\nfor i in range(0,k):\n    a,b=map(int,input().split())\n    if a>b and factorial(a)>=a :\n        print(""YES"")\n    else:\n        print(""NO"")",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
9c06815f-18e0-433b-9655-abd56000055c,"a1, b1 = map(int, input().split())\na2, b2 = map(int, input().split())\na3, b3 = map(int, input().split())\nprint(a1-a3,b1-b2)",OK,9,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
76eba23b-71e5-425b-97f7-463b6c3a7655,"k=int(input())\nS=0\nfor i in range(k):\n    n, m = map(int, input().split())\n    if n<m or (n==m and m>1):\n        print('NO')\n    elif m==1 or m==2:\n        print('YES')\n    else:\n        for g in range(1, m+1):\n            S+=g\n        if S>n:\n            print('NO')\n        else:\n            print('YES')",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
a6b9c789-1789-4169-b700-7a330199ba2a,N=int(input())\nfor i in range(N):\n    a=input()\n    if a=='a1' or a=='h1' or a=='a8' or a=='h8':\n        print(2)\n    elif a=='a2' or a=='a7'or a=='h2' or a=='h7' or a=='b1' or a=='b8' or a=='g1' or a=='g8':\n        print(3)\n    elif a=='a3' or a=='a4'or a=='a5'or a=='a6'or a=='h5'or a=='h6' or a=='h3' or a=='h4' or a=='b2' or a=='b7' or a=='g2' or a=='g7'or a=='c1' or a=='c8'or a=='f1' or a=='f8' or a=='d1' or a=='d8' or a=='e1' or a=='e8':\n        print(4)\n    elif a=='g3' or a=='g4'or a=='g5' or a=='g6'or a=='b3' or a=='b4' or a=='b5' or a=='b6' or a=='c2' or a=='c7' or a=='f2' or a=='f7' or a=='d2' or a=='d7' or a=='e2' or a=='e7':\n        print(6)\n    elif a=='c3' or a=='c4' or a=='c5' or a=='c6' or a=='d3' or a=='d4' or a=='d5' or a=='d6' or a=='e3' or a=='e4' or a=='e5' or a=='e6':\n        print(8),WA,5,e1980664-e539-436e-af4e-1dc094d9908f,10
4d25f970-0ad3-4951-9bcc-ac8c45f1a100,"n=int(input())\nz=[input().split() for i in range(n)]\nfor i in range(n):\n    a=int(z[i][0])\n    b=int(z[i][1])\n    if a<=b:\n        print(""NO"")\n    else:\n        print(""YES"")",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
120650a2-4811-4308-832d-26b9bce3c860,"k=int(input())\nfor i in range(0,k):\n    a,b=map(int,input().split())\n    if a>b and sum(range(1,a-b))>=a :\n        print(""YES"")\n    else:\n        print(""NO"")",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
683a279a-bd34-4075-bd3e-5e22e13896cb,"from math import *\nk,m,n = map(int,input().split())\nif k >= n:\n    print(m*2*n)\nelse:\n    print((ceil(n/k))*(m*2))",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
b2b786b9-ef99-4a1b-b3ac-efa855599b97,N=int(input())\nfor i in range(N):\n    a=input()\n    if a=='a1' or a=='h1' or a=='a8' or a=='h8':\n        print(2)\n    elif a=='a2' or a=='a7'or a=='h2' or a=='h7' or a=='b1' or a=='b8' or a=='g1' or a=='g8':\n        print(3)\n    elif a=='a3' or a=='a4'or a=='a5'or a=='a6'or a=='h5'or a=='h6' or a=='h3' or a=='h4' or a=='b2' or a=='b7' or a=='g2' or a=='g7'or a=='c1' or a=='c8'or a=='f1' or a=='f8' or a=='d1' or a=='d8' or a=='e1' or a=='e8':\n        print(4)\n    elif a=='g3' or a=='g4'or a=='g5' or a=='g6'or a=='b3' or a=='b4' or a=='b5' or a=='b6' or a=='c2' or a=='c7' or a=='f2' or a=='f7' or a=='d2' or a=='d7' or a=='e2' or a=='e7':\n        print(6)\n    elif a=='c3' or a=='c4' or a=='c5' or a=='c6' or a=='d3' or a=='d4' or a=='d5' or a=='d6' or a=='e3' or a=='e4' or a=='e5' or a=='e6' or a=='f3' or a=='f4' or a=='f5' or a=='f6':\n        print(8),OK,9,e1980664-e539-436e-af4e-1dc094d9908f,10
0bbad9c7-8dff-4204-9965-1d1aaee58f3c,"k = int(input())\nfor j in range(k):\n    summ = 0\n    n,m = map(int,input().split())\n    for i in range (1,m+1):\n        summ += i\n    if summ > n:\n        print('NO')\n    else:\n        print('YES')",OK,9,c270a9c3-67af-4113-8e7d-a7a94792013d,10
74a55513-f0ad-4962-92e8-5989d466671a,"a, b, c, d=map(int, input().split())\nh=(c*60+d)-(a*60+b)\nprint(h//60, h%60)",OK,9,4f8b54ae-eb36-4c4d-91da-256fc6302b91,10
9d991b16-afa4-44d1-a1f7-c03eb58a15ed,"a,b,c,d=map(int,input().split())\r\nm=0\r\nx=0\r\nif a<c:\r\n   x=c-a\r\nelif a==c:\r\n    x=c-a\r\nif b<d:\r\n    m=d-b\r\nelif b>d:\r\n    x=x-1\r\n    m=d+60-b\r\nprint(x,m,sep="" "")",OK,9,4f8b54ae-eb36-4c4d-91da-256fc6302b91,10
ee5e9ae3-5dc3-4796-a653-e9a836300f6c,"k, m, n =map(int, input().split())\nif k>=n:\n    c = m*2\nelif k<n:\n    c = (n//k+1)*m*2\nelif n==0:\n    c = 0\nprint(c)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
fb90e0a4-87dc-4bc5-893b-2be8c697f70f,"a=[int(i) for i in input().split()]\nb=[int(i) for i in input().split()]\nc=[int(i) for i in input().split()]\nm1=a[0]-c[0]\nm2=a[1]-b[1]\nprint(m1,m2)",OK,9,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
0c879e4b-8005-4ec8-914c-a66fede141ae,n = int(input())\nfor i in range(n):\n    s = input()\n    b = ord(s[0])-ord('a')+1\n    c = int(s[1])\n    r = 0\n    if b+2<9:\n        if c+1<9:\n            r+=1\n        if c-1>0:\n            r += 1\n    if b-2 > 0:\n        if c+1<9:\n            r+=1\n        if c-1>0:\n            r += 1\n    if b+1<9:\n        if c+2<9:\n            r+=1\n        if c-2>0:\n            r += 1\n    if b-1 > 0:\n        if c+2<9:\n            r+=1\n        if c-2>0:\n            r += 1\n\n    print(r),OK,9,e1980664-e539-436e-af4e-1dc094d9908f,10
74ddd670-a0ee-4486-a831-af8f2120ca9c,"n=int(input())\na,b,c=map(int,input().split())\nd,e,f=map(int,input().split())\ns=(a*d+b*e+c*f)*(n+1)\nprint(s)",OK,9,c6175ed3-a33c-4dbf-8f71-6ef2f9e31411,10
52125789-5a05-4f01-a44f-0e5ecdda809d,"a, b, c, d= map(int, input(). split())\r\ne=(c*60+d)-(a*60+b)\r\ns=e//60\r\nu=e%60\r\nprint(s, u)",OK,9,4f8b54ae-eb36-4c4d-91da-256fc6302b91,10
722ed5b2-5cd1-4ef9-86c9-f2e3e176ec3b,"k = int(input())\nfor i in range(1,k+1):\n    c=0\n    n,m = map(int,input().split())\n    for f in range(1,m+1):\n        c=c+f\n    if n<m or n==m or c>n:\n        print('NO')\n    else:\n        print('YES')",OK,9,c270a9c3-67af-4113-8e7d-a7a94792013d,10
f12df414-8a95-451b-b6c9-d1e3eb877df7,"a1,b1=map(int,input().split())\na2,b2=map(int,input().split())\na3,b3=map(int,input().split())\nif a2>b2:\n    c2=b2\nelse:\n    c2=a2\nif a3>b3:\n    c3=b3\nelse:\n    c3=a3\nc4=b1-c2\nc5=a1-c3\nprint(c4,c5)",WA,2,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
f7568036-1eaa-4ff6-854f-86482af35e58,"k=int(input())\r\nn,m=map(int,input().split())\r\nif n>m:\r\n    print(""YES"")\r\nelse:\r\n    print(""NO"")",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
2a7216bf-f71f-4896-81f7-3c47e70d3554,"k, m, n =map(int, input().split())\nif k>=n:\n    c = m*2\nelif k<n and n%k!=0:\n    c = (n//k+1)*m*2\nelif k<n and n%k==0:\n    c = (n//k)*m*2\nprint(c)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
5a0d52e3-4928-4017-bff2-df4780ebc4b1,"k=int(input())\nS=0\nfor i in range(k):\n    n, m = map(int, input().split())\n    if m==1 and n==1:\n        print('YES')\n    else:\n        for g in range(1, m+1):\n         S+=g\n    if S>n:\n         print('NO')\n    else:\n        print('YES')",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
61c98391-4aac-4e65-a714-26e775f40e80,"ch1,m1,ch2,m2 = map(int,input().split())\nq = 0\nif m2 < m1 and (ch2-ch1) == 1:\n    q = 60+m2\n    print(0,q-m1)\nelif m2 < m1 and (ch2-ch1) > 1:\n    q = 60+m2\n    print(ch2-ch1-1,q-m1)\nelse:\n    print(ch2-ch1,m2-m1)",OK,9,4f8b54ae-eb36-4c4d-91da-256fc6302b91,10
d7276fb1-23d5-4bab-bc91-aefb5f5789cc,a=[int(i) for i in input().split()]\namogus=[1]\nn=0\nwhile min(amogus)!=0:\n    amogus=[]\n    for i in range(len(a)):\n        for j in range(len(a)):\n            if a[i]-a[j]>=0 and i!=j:\n                amogus.append(a[i]-a[j])\n    a.append(min(amogus))\n    n+=1\nprint(n),OK,9,008b5cbd-4257-4e11-a061-f19e550b6b3e,10
7927ab94-3a9a-44a1-b6bf-d24029d4e76d,"a1,b1=map(int,input().split())\na2,b2=map(int,input().split())\na3,b3=map(int,input().split())\nif a2>b2:\n    c2=b2\nelse:\n    c2=a2\nif a3>b3:\n    c3=b3\nelse:\n    c3=a3\nc4=b1-c2\nc5=a1-c3\nprint(c4,c5)",WA,2,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
9db75e7d-29f9-40c1-a406-2f09a1e6a0da,n=int(input())\nprint(3*(n-1)),OK,9,fb76df8b-f50e-400b-aa83-29cd6b682372,10
8f2d447c-eb2a-41e3-b985-82798c7b42f0,"k, m, n = map(int, input().split())\n\ncounter = 0\n\nwhile n > 0:\n    counter += m * 2\n    n -= k\nprint(counter)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
03be15c2-e079-4a47-a9f0-a491c5defc77,"c = []\nfor i in range(int(input())):\n    a,b = map(int,input().split())\n    if b>a+1:\n        c.append(""NO"")\n    else:\n        c.append(""YES"")\nfor i in c:\n    print(i)",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
885e28aa-1d53-404e-9a0a-a7c0a123a527,"k = int(input())\nfor i in range(k):\n    n,m = map(int,input().split())\n    if n > m:\n        if n%m == 0:\n            print('YES')\n        elif n%m%2 != 0:\n            print('YES')\n    else:\n        print('NO')",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
c97f3921-2f1d-420b-ba22-3caab0ccbc66,"a,b,c = map(int,input().split())\nq = [0]*4\nw = min(abs(a-b),abs(b-c),abs(a-c))\nq[0] = a\nq[1] = b\nq[2] = c\nq[3] = w\ne = 1\nr = 0\ny = w\nwhile w > 0:\n    for i in range(len(q)-1):\n        if w > abs(w-q[i]) and y > abs(w-q[i]):\n            y = abs(w-q[i])\n            r += 1\n        if w == q[i]:\n            e+=1\n            break\n    if r > 0:\n        e += 1\n    else:\n        e += 2\n        break\n    r = 0\n    w = y\n    q.append(w)\nprint(e)",WA,6,008b5cbd-4257-4e11-a061-f19e550b6b3e,10
53bd14ce-8928-4aa9-a035-cb343bfab7dc,"c = []\nfor i in range(int(input())):\n    a,b = map(int,input().split())\n    if b>a-1:\n        c.append(""NO"")\n    else:\n        c.append(""YES"")\nfor i in c:\n    print(i)",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
28ddf290-40aa-4823-be64-75e9bf676160,"a,b,c,d=map(int,input().split())\r\nmin=(c*60+d)-(a*60+b)\r\nprint(min//60, min%60)",OK,9,4f8b54ae-eb36-4c4d-91da-256fc6302b91,10
3e135331-f537-4f21-8c5b-69b4df675630,"a=int(input())\nfor i in range(a):\n    b=input()\n    if b==""a1"":\n        print(2)\n    if b==""a2"":\n        print(3)\n    if b==""a3"":\n        print(4)\n    if b==""a4"":\n        print(4)\n    if b==""a5"":\n        print(4)\n    if b==""a6"":\n        print(4)\n    if b==""a7"":\n        print(3)\n    if b==""a8"":\n        print(2)\n        \n    if b==""h1"":\n        print(2)\n    if b==""h2"":\n        print(3)\n    if b==""h3"":\n        print(4)\n    if b==""h4"":\n        print(4)\n    if b==""h5"":\n        print(4)\n    if b==""h6"":\n        print(4)\n    if b==""h7"":\n        print(3)\n    if b==""h8"":\n        print(2)\n        \n    if b==""b1"":\n        print(3)\n    if b==""b2"":\n        print(4)\n    if b==""b3"":\n        print(6)\n    if b==""b4"":\n        print(6)\n    if b==""b5"":\n        print(6)\n    if b==""b6"":\n        print(6)\n    if b==""b7"":\n        print(4)\n    if b==""b8"":\n        print(3)\n            \n    if b==""g1"":\n        print(3)\n    if b==""g2"":\n        print(4)\n    if b==""g3"":\n        print(6)\n    if b==""g4"":\n        print(6)\n    if b==""g5"":\n        print(6)\n    if b==""g6"":\n        print(6)\n    if b==""g7"":\n        print(4)\n    if b==""g8"":\n        print(3)\n            \n    if b==""c1"":\n        print(4)\n    if b==""c2"":\n        print(6)\n    if b==""c3"":\n        print(8)\n    if b==""c4"":\n        print(8)\n    if b==""c5"":\n        print(8)\n    if b==""c6"":\n        print(8)\n    if b==""c7"":\n        print(6)\n    if b==""c8"":\n        print(4)\n        \n    if b==""f1"":\n        print(4)\n    if b==""f2"":\n        print(6)\n    if b==""f3"":\n        print(8)\n    if b==""f4"":\n        print(8)\n    if b==""f5"":\n        print(8)\n    if b==""f6"":\n        print(8)\n    if b==""f7"":\n        print(6)\n    if b==""f8"":\n        print(4)\n\n    if b==""d1"":\n        print(4)\n    if b==""d2"":\n        print(6)\n    if b==""d3"":\n        print(8)\n    if b==""d4"":\n        print(8)\n    if b==""d5"":\n        print(8)\n    if b==""d6"":\n        print(8)\n    if b==""d7"":\n        print(6)\n    if b==""d8"":\n        print(4)\n\n    if b==""e1"":\n        print(4)\n    if b==""e2"":\n        print(6)\n    if b==""e3"":\n        print(8)\n    if b==""e4"":\n        print(8)\n    if b==""e5"":\n        print(8)\n    if b==""e6"":\n        print(8)\n    if b==""e7"":\n        print(6)\n    if b==""e8"":\n        print(4)",OK,9,e1980664-e539-436e-af4e-1dc094d9908f,10
fc0ecc5d-dced-48d6-8c0d-c37c44eade01,"k=int(input())\nS=0\nfor i in range(k):\n    n, m = map(int, input().split())\n    if m==1 and n==1:\n        print('YES')\n    else:\n        for g in range(1, m+1):\n            S+=g\n    if S>n:\n         print('NO')\n    else:\n        print('YES')",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
e13912cd-8f3f-43fe-931c-311f1a01c8fd,"k=int(input())\nS=0\nfor i in range(k):\n    n, m = map(int, input().split())\n    if m==1 and n==1:\n        print('YES')\n    else:\n        for g in range(1, m+1):\n            S+=g\n    if S>n:\n         print('NO')\n    else:\n        print('YES')",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
edcdd207-d476-47a2-8a38-2d8548bd5137,"n=int(input())\nz=[input().split() for i in range(n)]\nfor i in range(n):\n    a=int(z[i][0])\n    b=int(z[i][1])\n    if a<=b*b:\n        print(""NO"")\n    else:\n        print(""YES"")",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
2335d32b-99de-48b7-9b22-07a434f65a8b,"k = int(input())\nfor i in range(k):\n    n,m = map(int,input().split())\n    if n > m:\n        if n%m == 0:\n            print('YES')\n        elif n > 100 and m <= 10:\n            print('YES')\n    else:\n        print('NO')",WA,2,c270a9c3-67af-4113-8e7d-a7a94792013d,10
d466a42f-6857-46bd-bea8-e12d8e2c760a,"a, b, c, d = map(int, input().split())\r\nz =(c*60+d)-(a*60+b)\r\nx = z // 60\r\nc = z % 60\r\nprint(x, c)",OK,9,4f8b54ae-eb36-4c4d-91da-256fc6302b91,10
25c4b84a-1beb-44fc-b9a1-062863011ea7,"n=int(input())\r\nA,B,C=map(int,input().split())\r\nD,E,F=map(int,input().split())\r\nx=(A*D+B*E+C*F)*(n+1)\r\nprint(x)",OK,9,c6175ed3-a33c-4dbf-8f71-6ef2f9e31411,10
5e52bb37-8749-46a6-b1a4-3089ed7b54c4,"c = []\nfor i in range(int(input())):\n    a,b = map(int,input().split())\n    b1 = 0\n    for i in range(b):\n        b1+=i\n    if b1>a:\n        c.append('NO')\n    else:\n        c.append(""YES"")\nfor i in c:\n    print(i)",OK,9,c270a9c3-67af-4113-8e7d-a7a94792013d,10
09a5e0da-63a2-4b23-9e35-8e4aba8389bb,"i = input()\nr = []\nr.append(int(i[0]))\nr.append(int(i[2]))\ni = input()\nt = []\nt.append(int(i[0]))\nt.append(int(i[2]))\ni = input()\ny = []\ny.append(int(i[0]))\ny.append(int(i[2]))\nu = [r[0]-y[0], r[1]-t[1]]\nprint(*u)",RE,2,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
2773aaf7-fb6f-494b-92e4-eb80de5117d8,"a,b,c,d=map(int,input().split())\r\nx=((c*60+d)-(a*60+b))//60\r\nz=((c*60+d)-(a*60+b))%60\r\nprint(x,z)",OK,9,4f8b54ae-eb36-4c4d-91da-256fc6302b91,10
0b0ddd5e-b602-484c-a1ee-711df2e4e511,b=int(input())\nc=[]\nfor i in range(b):\n    d=0\n    a=input()\n    if ((104 >= ord(a[0]) + 2)  & (8 >= int(a[1]) + 1)):\n        d=d+1\n    if ((104 >= ord(a[0]) + 2)  & (1 <= int(a[1]) - 1)):\n        d=d+1\n    if ((97 <= ord(a[0]) - 2)  & (8 >= int(a[1]) + 1)):\n        d=d+1\n    if ((97 <= ord(a[0]) - 2)  & (1 <= int(a[1]) - 1)):\n        d=d+1\n    if ((104 >= ord(a[0]) + 1)  & (8 >= int(a[1]) + 2)):\n        d=d+1\n    if ((104 >= ord(a[0]) + 1)  & (1 <= int(a[1]) - 2)):\n        d=d+1\n    if ((97 <= ord(a[0]) - 1)  & (8 >= int(a[1]) + 2)):\n        d=d+1\n    if ((97 <= ord(a[0]) - 1)  & (1 <= int(a[1]) - 2)):\n        d=d+1\n    c.append(d)\nfor i in range(len(c)):\n    print(c[i]),OK,9,e1980664-e539-436e-af4e-1dc094d9908f,10
ce4d0e53-855e-447e-a7e3-1fa5fcca69ad,"r = input().split(' ')\nt = input().split(' ')\ny = input().split(' ')\nu = [int(r[0])-int(y[0]), int(r[1])-int(t[1])]\nprint(*u)",OK,9,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
3cd177a8-4a47-4bec-bb36-061fa43ced66,"k=int(input())\nS=0\nfor i in range(k):\n    S=0\n    n, m = map(int, input().split())\n    if m==1 and n==1:\n        print('YES')\n    else:\n        for g in range(1, m+1):\n            S+=g\n    if S>n:\n         print('NO')\n    else:\n        print('YES')",OK,9,c270a9c3-67af-4113-8e7d-a7a94792013d,10
58f01cad-7a0f-4d75-9caf-70c0350d0bc2,"k, m, n = map(int, input().split())\nscore = n // k if n % k == 0 else n // k + 1\nprint(score * 2 * m)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
cdefa554-c0db-41a4-97d4-c9869a1670ba,"k, m, n = map(int, input().split())\nfrom math import *\nt=ceil(n/k)\nt=t*2*m\nprint(t)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
a8314067-a153-4ee1-a11a-ed51b5a0d10a,"k, m, n = map(int, input().split())\r\nx = 0\r\nif k <= 0 or n <= 0 or m <= 0:\r\n    print(0)\r\nelse:\r\n    if k < n:\r\n        c = n//k\r\n        v = n/k\r\n        if c < v:\r\n            c += 1\r\n        x = (m*2)*c\r\n    else:\r\n        x = (m*2*1)\r\n    print(x)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
728a18ba-8f6c-406a-9ce5-2e2be06734ea,n=int(input())\na=n-1\nsum=a*3\nprint(sum),OK,9,fb76df8b-f50e-400b-aa83-29cd6b682372,10
418ef4aa-1842-45e4-838d-99f56e335bc0,"x1, x2, x3 = map(int, input().split())\n\narray = [x1, x2, x3]\n\ncounter = 0\n\nwhile True:\n    counter += 1\n    array1 = []\n    array = sorted(array)\n    for i in range(len(array) - 1):\n        array1.append(abs(array[i] - array[i + 1]))\n\n    if min(array1) in array:\n        break\n    else:\n        array.append(min(array1))\n\nprint(counter + 1)",WA,9,008b5cbd-4257-4e11-a061-f19e550b6b3e,10
0049a207-3faa-4370-bf5d-3e9c87aeb198,"k, m, n = map(int, input().split())\nfrom math import ceil\nt=ceil(n/k)\nt=t*2*m\nprint(t)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
6c0a4993-aeba-4788-8bbe-6ec1dd698acf,"k, m, n = map(int, input().split())\nfrom math import *\nt=ceil(n/k)\nt=t*2*m\nprint(t)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
d2dbaeb9-c77a-4d2b-b480-b34e8894a4ba,"x1, x2, x3 = map(int, input().split())\n\narray = [x1, x2, x3]\n\na = len(array)\nwhile True:\n\n    array1 = []\n    array = sorted(array)\n    for i in range(len(array) - 1):\n        array1.append(abs(array[i] - array[i + 1]))\n\n    if min(array1) == 0:\n        break\n    else:\n        array.append(min(array1))\n\n\nprint(len(array) - a + 1)",OK,9,008b5cbd-4257-4e11-a061-f19e550b6b3e,10
ca8c5bad-dcfe-4a6d-8307-a723a38af2e1,"a=input().split(' ')\r\nb=input().split(' ')\r\nc=input().split(' ')\r\nfor i in range(2):\r\n    a[i]=int(a[i])\r\n    b[i]=int(b[i])\r\n    c[i]=int(c[i])\r\nph=a[1]-b[1]\r\nshr=c[1]-ph-b[1]\r\nprint(ph,shr)",WA,2,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
c60b4583-315d-450d-a9a9-503f37092d51,"k, m, n =map(int, input().split())\nif k>=n:\n    c = m*2\nelif k<n and n%k!=0:\n    c = (n//k+1)*m*2\nelif k<n and n%k==0:\n    c = (n//k)*m*2\nelif k==0 or m==0 or n==0:\n    c = 0\nprint(c)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
96367cf9-fd30-4de1-baae-68e1f46b6cc1,n=int(input())\r\nif n==2:\r\n    print(3)\r\nelse:\r\n    print(3*(n-1)),OK,9,fb76df8b-f50e-400b-aa83-29cd6b682372,10
c014e33f-9e4f-4036-9574-6a4f229fd6a4,"n = int(input())\nq = 1\nfor i in range(n):\n    a,b = map(int,input().split())\n    if ((b*(b-1))//2)<=a:\n        print('YES')\n    else:\n        print('NO')",OK,9,c270a9c3-67af-4113-8e7d-a7a94792013d,10
96b3c9e7-b3e8-451b-b9fd-e0cf2b6dfc21,"n=int(input())\na,b,c=map(int,input().split())\nd,e,f=map(int,input().split())\nq=((a*d)+(b*e)+(c*f))*(n+1)\nprint(q)",OK,9,c6175ed3-a33c-4dbf-8f71-6ef2f9e31411,10
a1243f81-0c9b-41b2-9036-eb12e7c815be,"k, m, n =map(int, input().split())\nif k>=n:\n    c = m*2*n\nelif k<n and n%k!=0:\n    c = (n//k+1)*m*2\nelif k<n and n%k==0:\n    c = (n//k)*m*2\nelif k==0 or m==0 or n==0:\n    c = 0\nprint(c)",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
c8c651d6-738a-4146-9eb9-016886f42eb8,"a1, b1 = map(int, input().split())\r\na2, b2 = map(int, input().split())\r\na3, b3 = map(int, input().split())\r\nc = a1 - a3\r\nd = b1 - b2\r\nprint(c, d)",OK,9,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
419ee196-d4d7-409e-97eb-8e61a9fb921c,"lst = [int(x) for x in input().split()]\nlst2 = [int(x) for x in input().split()]\nlst3 = [int(x) for x in input().split()]\nprint(lst[0]-lst3[0], lst[1]-lst2[1])",OK,9,bb8bf498-d02f-48f2-a15a-f8cc813a5c5f,10
160dde55-0dff-4c6e-99b5-0f8beff8ef1f,"k, m, n = map(int, input().split())\nif n % k == 0:\n    print(int(n/k*m*2))\nelse:\n    print(int((n//k+1)*m*2))",WA,2,a4b90367-4dc9-4d5f-84d6-56245ea5afc4,10
0abd9474-2000-4ccc-9002-96fa016772e6,"n=int(input())\na,b,c = [int(i) for i in input().split()]\nd,e,f = [int(i) for i in input().split()]\ns=((a*d)+(b*e)+(c*f))*(n+1)\nprint(s)",OK,9,c6175ed3-a33c-4dbf-8f71-6ef2f9e31411,10
