"task","code","generated"
"ebc1af65-7f28-4308-a3c3-07335f379d84","x=int(input())
y=0
for i in range(1,x+1):
    if x%i==0 :
      y=y+1
print(y)","0.0"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","x=int(input())
for i in range(1,x+1):
    if x%i==0 :
        print(i,end="" "")","0.0"
"16305713-d2dc-4ab1-8bbd-107594c55519","x=int(input())
y=int(input())
c=int(input())
if x+y>c and y+c>x and x+c>y:
    if x**2+y**2==c**2 or y**2+c**2==x**2 or c**2+x**2==y**2:
        print(""right"")
    elif x**2+y**2>c**2 or y**2+c**2>x**2 or c**2+x**2>y**2:
        print(""acute"")
    elif x**2+y**2<c**2 or y**2+c**2<x**2 or c**2+x**2<y**2:
        print(""obtuse"")
else:
    print(""impossible"")","0.0"
"431be734-39e6-4f58-aec7-61e67c8ee1b5","x=int(input())
if x%4==0 and x%100!=0 or x%400==0:
    print(""YES"")
else:
    print(""NO"")","0.0"
"d48be896-b484-440a-9ca5-2cc0f31533dc","x=int(input())
y=int(input())
if (x==5) and y==4 or x==5 and y==2 or x==6 and y==5 or x==8 and y==5 or x==6 and y==1 or x==8 and y==1:
    print(""YES"")
else:
    print(""NO"")","0.0"
"52fd296b-798f-4462-889c-5b49172bf987","n=int(input())
m=int(input())
k=int(input())
x=(26*n)+(m*(1*29+9))+(k*(1*29+13))
y=(2*17)*29
d=y-x
print(d)","0.0"
"f2d92959-39d9-49fe-a9b1-5868567eeedf","palR=int(input())
palR=palR*2.54
print(round(palR))","0.0"
"ce727aeb-b2aa-4da5-be32-636ce90da78c","
a,b,c,d=map(int,input().split())
for i in range(a,b+1):
 if i%d==c:
  print(i,end=' ')
","0.0"
"f9af70f9-5fce-423e-94c5-b6f357e5242c","a=int(input())
n=int(input())
S=0
for i in range(n+1):
 S=S+a**i
print(S)
","0.0"
"94224cd9-666a-4814-8edb-60beb14ea59a","d=int(input())
m=int(input())
y=int(input())
if (m<9) and (y==2010):
  print('YES')
else: print('NO')



","0.0"
"11f5282e-266d-41b6-b87e-01642625b2bd","
a=int(input())
print(bin(a)[2:])
print(oct(a)[2:])
print(hex(a)[2:])

","0.0"
"11f5282e-266d-41b6-b87e-01642625b2bd","
a=int(input())
print(bin(a)[2:])
print(oct(a)[2:])
print(hex(a)[2:])

","0.0"
"3e320d9a-cc8f-4ee0-867c-a570153011f6","str=input()
print(int(str,2))
","0.0"
"901dd977-9e8b-4b54-9730-6aeaa9d4a9e7","
ugol1=int(input())
print(90-ugol1)
","0.0"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","sp=input().split("" "")
kol=0
for i in range(20):
    if int(sp[i])<100 and int(sp[i])%10==0:
        kol+=1
print(kol)


    


","0.0"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","sp=input().split("" "")
kol=0
for i in range(20):
    if int(sp[i])<100 and int(sp[i])%10==0:
        kol+=1
print(kol)
    


","0.0"
"06a06b1c-da2e-4210-b889-371de309b82f","n=int(input())
nul=0
pol=0
otr=0
sp=(input().split("" ""))
for i in range(n):
    if int(sp[i])==0:
        nul=nul+1
    elif int(sp[i])>0:
        pol=pol+1
    else:
        otr=otr+1
print(nul,pol,otr)
","0.0"
"ebc1af65-7f28-4308-a3c3-07335f379d84","a=int(input())
k=0
for i in range(1,a+1):
    if a%i==0:
        k=k+1
print(k)



","0.0"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","a=int(input())
for n in range(1,a+1):
   if a%n==0: 
        print(n,end="" "")","0.0"
"fe35f9e7-0b58-461f-9278-39f03054e886","a=int(input())
b=int(input())
for n in range(a,b+1):
    if n**0.5==int(n**0.5):
        print(n,end="" "")
















","0.0"
"4cadd9be-89f5-4d54-b38d-f823b7087153","a,b=map(int,input().split())
f=0
for i in range(a,b+1):
    if i%2==0:
        print(i,end="" "")








","0.0"
"f9af70f9-5fce-423e-94c5-b6f357e5242c","a=int(input())
n=int(input())
f=0
for i in range(n+1):
    f=f+a**i
print(f)
    ","0.0"
"b4e8d0e8-b2b3-4675-a090-16c08e1e936c","n=int(input())
f=1
for i in range(1,n+1):
    f=f*(i)
print(f)
    ","0.0"
"e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0","a=int(input())
b=int(input())
c=int(input())
g=max(a,b,c)
k1=min(a,b,c)
k2=(a+b+c)-g-k1
print(k1,k2,g)","0.0"
"431be734-39e6-4f58-aec7-61e67c8ee1b5","g=int(input())
if (g%4==0 and g%100!=0) or (g%400==0):
    print(""YES"")
else:
    print(""NO"")

","0.0"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","n=int(input())
c=n-2
if (c%10==1) and (c!=11):
    print(c,""mag"")
elif (c%10==2 or c%10==3 or c%10==4)and(c!=12 or c!=13 or c!=14):
    print(c,""maga"")
else:
    print(c,""magov"")


","0.0"
"9e9de547-58f5-45b9-a733-37cc732bf237","pal=int(input())
fut=int(input())
s=pal*2.54
if s<fut and s>=0:
    print(""YES"")
else:
    print(""NO"") ","0.0"
"52fd296b-798f-4462-889c-5b49172bf987","n=int(input())
m=int(input())
k=int(input())
su=n*26+m*38+k*42
gar=2*17*29
print(gar-su)

","0.0"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","x=int(input())
for i in range(1,x+1):
    if x%i==0:
        print(i,end="" "")","0.0"
"16305713-d2dc-4ab1-8bbd-107594c55519","x=int(input())
y=int(input())
c=int(input())
if x**2+y**2==c**2 or y**2+c**2==x**2 or c**2+x**2==y**2:
    print(""right"")
elif x**2+y**2>c**2 or y**2+c**2>x**2 or c**2+x**2>y**2:
    print(""acute"")
elif x**2+y**2<c**2 or y**2+c**2<x**2 or c**2+x**2<y**2:
    print(""obtuse"")
elif not(x+y>c and y+c>x and x+c>y):
        print(""impossible"")","0.0"
"16305713-d2dc-4ab1-8bbd-107594c55519","x=int(input())
y=int(input())
c=int(input())
max(x,y,c)
if x**2+y**2==c**2 or y**2+c**2==x**2 or c**2+x**2==y**2:
    print(""right"")
elif x**2+y**2>c**2 or y**2+c**2>x**2 or c**2+x**2>y**2:
    print(""acute"")
elif x**2+y**2<c**2 or y**2+c**2<x**2 or c**2+x**2<y**2:
    print(""obtuse"")
elif x+y>c and y+c>x and x+c>y:
    print(""impossible"")","0.0"
"eabdf11f-d1f1-44e0-8017-20e8e541ec68","y=int(input())
x=int(input())
e=int(input())
if y+x>e and x+e>y and e+y>x:
    print(""YES"")
else:
    print(""NO"")","0.0"
"53c6ed65-d137-4acc-97ec-8200a4ee1eb6","n,r=map(int,input().split())
kol=0
for i in range(n):
    x,y=map(int,input().split())
    if x**2+y**2<r**2:
        kol=kol+1
print(kol)
","0.0"
"ebc1af65-7f28-4308-a3c3-07335f379d84","
a=int(input()) 
k=0
for i in range(1,a+1):
 if a%i==0:
     k=k+1
print(k)


","0.0"
"08f18ec8-c939-44c6-b125-642f6a2341fa","n=int(input())
gar=n//8
ron=n//8
ger=6*n//8
print(gar,ron,ger)
","0.0"
"1ff5a639-82a9-46d5-99e8-90b0529a5016","
n=int(input())
st=n//3+int((n%3)/2+0.5)
print(st)","0.0"
"5d02ab7a-4394-4098-9f7a-ed3912083888","h=int(input())
m=int(input())
vr=h*60+m
vr=vr+75
print(vr//60%24,vr%60)
","0.0"
"f2d92959-39d9-49fe-a9b1-5868567eeedf","
palR=int(input())
palR=round(palR*2.54)
print(palR)","0.0"
"b76c8f23-a934-45a5-ad8c-8396fe67301c","n=int(input())
sp=input().split("" "")
z=0
mx=0
for i in range(n):
    a=sp[i]
    z=list(map(int,sp[i]))
    if sum(z)>mx:
        mx=sum(z)
        otv=sp[i]
print(otv)
","0.0"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","sp=input().split("" "")
kol=0
for i in range(20):
    if int(sp[i])<100 and int(sp[i])%10==0 and int(sp[i])!=0:
        kol+=1
print(kol)




    


","0.0"
"06a06b1c-da2e-4210-b889-371de309b82f","n=int(input())
nul=0
pol=0
otr=0
sp=(input().split("" ""))
for i in range(n):
    if int(sp[i])==0:
        nul+=1
    elif int(sp[i])>0:
        pol+=1
    else:
        otr+=1
print(nul,pol,otr)



","0.0"
"ce727aeb-b2aa-4da5-be32-636ce90da78c","a,b,c,d=map(int,input().split())
f=0
for i in range(a,b+1):
    if i%d==c:
        print(i,end="" "")
","0.0"
"f9af70f9-5fce-423e-94c5-b6f357e5242c","a=int(input())
n=int(input())
f=1
for i in range(1,n+1):
    f=f+a**i
print(f)


    ","0.0"
"eabdf11f-d1f1-44e0-8017-20e8e541ec68","a=int(input())
b=int(input())
c=int(input())
if a<b+c and b<a+c and c<a+b:
    print(""YES"")
else:
    print(""NO"")

","0.0"
"eabdf11f-d1f1-44e0-8017-20e8e541ec68","a=int(input())
b=int(input())
c=int(input())
if a<b+c and b<a+c and c<a+b:
    print(""YES"")
else:
    print(""NO"")","0.0"
"431be734-39e6-4f58-aec7-61e67c8ee1b5","g=int(input())
if g%4==0 and g%100!=0 and g%400==0:
    print(""YES"")
else:
    print(""NO"")

","0.0"
"f9f08d20-e4e6-49ac-8682-f4b7100928a4","a=int(input())
b=int(input())
d=int(input())
c=min(a,b)
if d<=c-4:
    print(""YES"")
else:
    print(""NO"")
    
    
","0.0"
"08f18ec8-c939-44c6-b125-642f6a2341fa","n=int(input())
gar=n//8
ron=n//8
ger=6*n//8
print(gar,ron,ger)","0.0"
"1ff5a639-82a9-46d5-99e8-90b0529a5016","n=int(input())
st=n//3+n%3//2+n%3%2
print(st)","0.0"
"901dd977-9e8b-4b54-9730-6aeaa9d4a9e7","ugol1=int(input())

print(90-ugol1)
","0.0"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","sp=input().split("" "")
kol=0
for i in range(20):
    if int(sp[i])<100 and int(sp[i])>9 and int(sp[i])%10==0:
        kol+=1
print(kol)","0.0"
"e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0","x=int(input())
y=int(input())
c=int(input())
r=max(x,y,c)
v=min(x,y,c)
e=(x+y+c)-v-r
print(v,e,r)","0.0"
"777756d6-d867-4cc7-978e-717933384418","x=int(input())
y=x%4
if y==1 or x==1:
    print(""Gryffindor"")
elif y==2 or x==2:
    print(""Slytherin"")
elif y==3 or x==3:
    print(""Ravenclaw"")
else:
    print(""Hufflepuff"")","0.0"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","x=int(input())
y=x-2
if (y%10==1) and y!=11:
    print(y,""mag"")
elif y%10==2 or y%10==3 or y%10==4 and (y!=12 and y!=13 and y!=14):
    print(y,""maga"")
else:
    print(y,""magov"")","0.0"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","x=int(input())
y=x-2
if (y%10==1) and y!=11:
    print(y,""mag"")
elif y%10==2 or y%10==3 or y%10==4 and (y!=12 or y!=13 or y!=14):
    print(y,""maga"")
else:
    print(y,""magov"")","0.0"
"f9f08d20-e4e6-49ac-8682-f4b7100928a4","a=int(input())
b=int(input())
d=int(input())
x=min(a,b)
if d<=x-4:
    print(""YES"")
else:
    print(""NO"")


","0.0"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","sp=input().split(' ')
kol=0
for i in range(20):
    if int(sp[i])<100 and int(sp[i])%10==0:
      kol=kol+1
print(kol)","0.0"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","sp=input().split(' ')
kol=0
for i in range(20):
    if int(sp[i])<100 and int(sp[i])%10==0:
      kol=kol+1
print(kol)","0.0"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","a=int(input()) 
for i in range(1,a+1):
 if a%i==0:
     print(i,end=' ')






","0.0"
"b4e8d0e8-b2b3-4675-a090-16c08e1e936c","
N=int(input())
f=1
for i in range(1,N+1):
  f=f*i
print(f)
","0.0"
"52fd296b-798f-4462-889c-5b49172bf987","n=int(input())
m=int(input())
k=int(input())
y=2*17*29
h=n*26+m*38+k*42
c=y-h
print(c)","0.0"
"1ff5a639-82a9-46d5-99e8-90b0529a5016","
n=int(input())
st=n//3+(n%3)//2+n%3%2
print(st)","0.0"
"53c6ed65-d137-4acc-97ec-8200a4ee1eb6","n,r=map(int,input().split());
kol=0
for i in range(n):
    x,y=map(int,input().split())
    if x**2+y**2<r**2:
        kol+=1
print(kol)


","0.0"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","a=int(input())
for n in range(1,a+1):
   if a%n==0: 
        print(n,end="" "")


","0.0"
"ce727aeb-b2aa-4da5-be32-636ce90da78c","a,b,c,d=map(int,input().split())
f=0
for i in range(a,b+1):
    if i%d==c:
        print(i,end="" "")


","0.0"
"431be734-39e6-4f58-aec7-61e67c8ee1b5","g=int(input())
if g%4==0 and g%100!=0 and g%400==0:
    print(""YES"")
else:
    print(""NO"")
","0.0"
"431be734-39e6-4f58-aec7-61e67c8ee1b5","g=int(input())
if g%4==0:
    print(""YES"")
else:
    print(""NO"")","0.0"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","n=int(input())
c=n-2
if (c%10==1) and (c!=11):
    print(c,""mag"")
elif (c%10==2 or c%10==3 or c%10==4)and(c!=12 or c!=13 or c!=14):
    print(c,""maga"")
else:
    print(c,""magov"")

","0.0"
"f9f08d20-e4e6-49ac-8682-f4b7100928a4","a=int(input())
b=int(input())
d=int(input())
if a-d>=4 and b-d>=4:
    print(""YES"")
else:
    print(""NO"")
    
","0.0"
"94224cd9-666a-4814-8edb-60beb14ea59a","d=int(input())
m=int(input())
g=int(input())
if m<9 and g==2010:
    print(""YES"")
else:
    print(""NO"")
















","0.0"
"3e320d9a-cc8f-4ee0-867c-a570153011f6","str=input()
print(int(str,2))","0.0"
"3e320d9a-cc8f-4ee0-867c-a570153011f6","str=input()
print(int(str,2))","0.0"
"f2d92959-39d9-49fe-a9b1-5868567eeedf","palR=int(input())
palR=int(palR*2.54)
print(palR)","0.0"
"16305713-d2dc-4ab1-8bbd-107594c55519","x=int(input())
y=int(input())
c=int(input())
if x+y>c and y+c>x and x+c>y:
    if x**2+y**2==c**2 or y**2+c**2==x**2 or c**2+x**2==y**2:
        print(""right"")
    elif x**2+y**2<c**2 or y**2+c**2<x**2 or c**2+x**2<y**2:
        print(""obtuse"")
    elif x**2+y**2>c**2 or y**2+c**2>x**2 or c**2+x**2>y**2:
        print(""acute"")
else:
    print(""impossible"")","0.0"
"16305713-d2dc-4ab1-8bbd-107594c55519","x=int(input())
y=int(input())
c=int(input())
max(x,y,c)
if x**2+y**2==c**2 or y**2+c**2==x**2 or c**2+x**2==y**2:
    print(""right"")
elif x**2+y**2>c**2 or y**2+c**2>x**2 or c**2+x**2>y**2:
    print(""acute"")
elif x**2+y**2<c**2 or y**2+c**2<x**2 or c**2+x**2<y**2:
    print(""obtuse"")
elif not(x+y>c and y+c>x and x+c>y):
        print(""impossible"")","0.0"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","x=int(input())
y=x-2
if (y%10==1) and y!=11:
    print(y,""mag"")
elif (y%10==2 or y%10==3 or y%10==4) and (y!=12 and y!=13 and y!=14):
    print(y,""maga"")
else:
    print(y,""magov"")","0.0"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","x=int(input())
y=x-2
if (y%10==1) and y!=11:
    print(y,""mag"")
elif y%10==2 or y%10==3 or y%10==4 and (y!=12 and y!=13 and y!=14):
    print(y,""maga"")
else:
    print(y,""magov"")","0.0"
"f9f08d20-e4e6-49ac-8682-f4b7100928a4","a=int(input())
b=int(input())
d=int(input())
if  (a-4)>=d and (b-4)>=d:
    print(""YES"")
else:
    print(""NO"")
","0.0"
"08f18ec8-c939-44c6-b125-642f6a2341fa","x=int(input())
ron=x//8
gar=x//8
ger=6*x//8
print(ron,gar,ger)","0.0"
"f2d92959-39d9-49fe-a9b1-5868567eeedf","palR=int(input())
palR=palR*2.54
print(int(palR))","0.0"
"b76c8f23-a934-45a5-ad8c-8396fe67301c","n=int(input())
sp=input().split(' ')
z=0
mx=0
for i in range(n):
    a=sp[i]
    z=list(map(int,sp[i]))
    if sum(z)>mx:
        mx = sum(z)
        otv=sp[i]
print(otv)




","0.0"
"84118453-37c4-4256-a8f0-5dc2707d4e35","


a=int(input())
if a>=0:
    print(bin(a)[2:])
else:
    print(bin(a)[3:])

","0.0"
"3e320d9a-cc8f-4ee0-867c-a570153011f6","str=input()
print(int(str,2))


","0.0"
"190516a0-6ed3-4c42-9f36-dc481a3adb70","print(int(input()) + int(input()))","0.0"
"c0df7d49-26f5-451c-b44a-1e0bca60bca5","print(len(input().split())-1)","0.0"
"1b2dfff2-077c-4804-9067-dec63bee6584","s = input()
sim=input()
maxLen, cLen = 0, 0
for c in s:
  if c == sim:
    cLen += 1
    if cLen > maxLen:
       maxLen = cLen
  else:
    cLen = 0
print( maxLen )","0.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","s = input()
maxLen, curLen, c = 1, 1, s[0]
for i in range(1, len(s)):
  if s[i] == s[i-1]:
    curLen += 1
    if curLen > maxLen:
      maxLen = curLen
      c = s[i]
  else:
    curLen = 1
print( c, maxLen )","0.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","s = input()

count = 0
maxCount = 0
for char in s:
  if char in 'ABC':
    count += 1
    if count>maxCount:
      maxCount = count
  else:
      count=0
print(maxCount)","0.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","s = input()

count = 0
maxCount = 0
for char in s:
  if char in 'ABC':
    count += 1
    if count>maxCount:
      maxCount = count
  else:
      count=0
print(maxCount)","0.0"
"06c76227-d39e-4bac-8f71-f68c262dd42e","s = input()

count = 0
maxCount = 0
for char in s:
    if (char == 'E' and count%3 == 0) or \n       (char == 'A' and count%3 == 1) or \n       (char == 'B' and count%3 == 2):
        count += 1
        if count > maxCount:
            maxCount = count
    elif (char=='E'):
        count = 1
    else:  
        count = 0
print(maxCount)","0.0"
"94581bd4-2060-44f1-ad09-4c18917d4f17","s = input()

maxLen, curLen = 1, 1
for i in range(1, len(s)):
  if s[i] != s[i-1]:
    curLen += 1
    if curLen > maxLen:
      maxLen = curLen
  else:
    curLen = 1
print( maxLen )","0.0"
"1b2dfff2-077c-4804-9067-dec63bee6584","s = input()
sim = input()
l,maxl = 0,0
for i in s:
    if i == sim:
        l+=1
    else:
        if maxl < l:
            maxl = l
        l = 0
print(maxl)
","0.0"
"1b2dfff2-077c-4804-9067-dec63bee6584","sstr=input()
s=input()
k,maxk=0,0
for i in sstr:
       if (i==s):
              k+=1
       else:
              if k>maxk:
                     maxk=k
              k=0
print(maxk)","0.0"
"1b2dfff2-077c-4804-9067-dec63bee6584","s=input()
sim=input()
l,maxl=0,0
for i in s:
    if (i==sim):
        l+=1
    else:
        if l>maxl:
            maxl=l
        l=0
print(maxl)","0.0"
"1b2dfff2-077c-4804-9067-dec63bee6584","s=input()
sl=input()
l,maxl=0,0
for i in s:
    if (i==sl):
        l+=1
    else:
        if l>maxl:
            maxl=l
        l=0
print(maxl)","0.0"
"1b2dfff2-077c-4804-9067-dec63bee6584","a=input()
b=input()
L,maxL=0,0
for  i in a:
    if (i==b):
        L+=1
    else:
        if L>maxL:
            maxL=L
            L=0
print(maxL)

","0.0"
"1b2dfff2-077c-4804-9067-dec63bee6584","a=input()
b=input()
L,maxL=0,0
for  i in a:
    if (i==b):
        L+=1
    else:
        if L>maxL:
            maxL=L
            L=0
print(maxL)

","0.0"
"1b2dfff2-077c-4804-9067-dec63bee6584","a=input()
b=input()
L,maxL=0,0
for  i in a:
    if (i==b):
        L+=1
    else:
        if L>maxL:
            maxL=L
        L=0
print(maxL)
","0.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","s=input()
l,maxl,kl=1,0,""""
for i in range(len(s)-1):
    if s[i]==s[i+1]:
        l+=1
        if l>maxl:
            maxl=l
            kl=s[i]
    else:
        l=1
print(kl,maxl)
","0.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","sstr=input()
k,maxk,ki=1,0,''
for i in range(len(sstr)-1):
       if (sstr[i]==sstr[i+1]):
              k+=1
              if k>maxk:
                     maxk=k
                     ki=sstr[i]
       else:
              k=1
print(ki,maxk)","0.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","s=input()
l, maxl, word=0, 0, """"
for i in range( len(s)-1):
    if s[i]==s[i+1]:
        l+=1
        if l>maxl:
            maxl=l
            word=s[i]
    else:
        l=1
print(word,maxl)

","0.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","s=input()
l,maxl,word=0,0,""""
for i in range(1,len(s)-1):
    if s[i]==s[i+1]:
        l+=1
        if l>maxl:
            maxl=l
            word=s[i]
    else:
        l=1
print(word,maxl)
","0.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","s=input()
l,maxl,word=0,0,""""
for i in range(1,len(s)-1):
    if s[i]==s[i+1]:
        l+=1
        if l>maxl:
            maxl=l
            word=s[i]
    else:
        l=1
print(word,maxl)","0.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","s=input()
l,maxl=0,0
for i in s:
    if i==""A"" or i==""B"" or i==""C"":
        l+=1
    else:
        if l>maxl:
            maxl=l
        l=0
print(maxl)","0.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","s=input()
l, maxl, word=0, 0, """"
for i in s:
    if i==""A"" or i==""B"" or i==""C"":
        l+=1
    else:
        if l>maxl:
            maxl=l
        l=0
                 
print(maxl)","0.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","sstr=input()
k,maxk,=0,0
for i in sstr:
       if i=='A' or i=='B' or i=='C':
              k+=1
              if k>maxk:
                     maxk=k

       else:
              k=0
print(maxk)","0.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","s = input()
s = s+'1'
l,maxl,maxi,teci = 0,0,s[0],s[0]
for i in s:
    if i == 'A' or i == 'B' or i == 'C':
        l+=1
    else:
        if maxl < l:
            if teci == s[0]:
                maxl = l
            else:
                maxl = l+1
            #print(maxl)
            #print(maxi)
        
        l = 0
    
print(maxl)
","0.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","s=input()
l,maxl,word=0,0,""""
for i in s:
    if i==""A"" or i==""B"" or i==""C"":
        l+=1
    else:
        if l>maxl:
            maxl=l
        l=0
print(maxl)
    ","0.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","a=input()
L,maxL,buk=1,0,''
for  i in range(len(a)-1):
    if(a[i]==a[i+1]):
        L+=1
        if L>maxL:
            maxL=L
            buk=a[i]
    else:
        L=1
print(buk,maxL)
        
        
","0.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","s=input()
l,maxl=0,0
for i in s:
    if i in ""ABC"":
        l+=1
    else:
        if l>maxl:
            maxl=l
        l=0
print(maxl)","0.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","a=input()
L,maxL=0,0,
for  i in a:
    if i in 'ABC':
        L+=1
        if L>maxL:
            maxL=L
    else:
        L=0
print(maxL)
        ","0.0"
"06c76227-d39e-4bac-8f71-f68c262dd42e","sstr=input()
k,maxk=0,0
for i in sstr:
       if (i=='E' and k%3==1) or (i=='A' and k%3==2) or (i=='B' and k%3==0):
              k+=1
              if k>maxk:
                     maxk=k

       else:
              k=0
print(maxk)","0.0"
"06c76227-d39e-4bac-8f71-f68c262dd42e","s=input()
l,maxl=0,0
for i in s:
    if (i==""E"" and l%3==0) or (i==""A"" and l%3==1) or (i==""B"" and l%3==2):
        l+=1
        if l>maxl:
            maxl=l
    else:
        l=0
print(maxl)


","0.0"
"06c76227-d39e-4bac-8f71-f68c262dd42e","sstr=input()
k,maxk=0,0
for i in sstr:
       if (i=='E' and k%3==0) or (i=='A' and k%3==1) or (i=='B' and k%3==2):
              k+=1
              if k>maxk:
                     maxk=k

       else:
              k=0
print(maxk)","0.0"
"94581bd4-2060-44f1-ad09-4c18917d4f17","s = input()
l = list()
k = 0
for i in range(len(s)):
    l.append(s[i])
l.append('1')
for i in range(len(s)):
    if i % 2 == 0:
        if l[i] != l[i-1] and l[i] != l[i+1]:
            k+=1
print(k)
","0.0"
"c0df7d49-26f5-451c-b44a-1e0bca60bca5","s = list(map(int, input().split()))
print(len(s)-1)
","0.0"
"03a8a5e2-f2b8-4e7d-b0ec-acf8aaa72e29","x=input()
s=1
maxs=0
for i in range(len(x)-1):
    if (x[i]=='K' and x[i+1]=='L') or (x[i]=='L' and x[i+1]=='K'):
        s=1

    else:
        s+=1
        if maxs<s:
            maxs=s
        
print(maxs)","0.0"
"03a8a5e2-f2b8-4e7d-b0ec-acf8aaa72e29","a=input()
k,mk=1,0
for i in range(len(a)-1):
    if (a[i]=='K' and a[i+1]=='L')or(a[i]=='L' and a[i]=='K'):
        k=1
    else:
        k+=1
        if mk<k:
            mk=k
        
print(mk)

            
            
","0.0"
"03a8a5e2-f2b8-4e7d-b0ec-acf8aaa72e29","a=input()
k,mk=1,0
for i in range(len(a)-1):
    if (a[i]=='K' and a[i+1]=='L')or(a[i]=='L' and a[i+1]=='K'):
        k=1
    else:
        k+=1
        if mk<k:
            mk=k
        
print(mk)

            
            
            
            
","0.0"
"03a8a5e2-f2b8-4e7d-b0ec-acf8aaa72e29","a=input()
k=1
m=0
for i in range (len(a)-1):
       if (a[i]=='K' and a[i+1]=='L') or (a[i]=='L' and a[i+1]=='K'):
              k=1
       else:
              k+=1
              if m<k:
                     m=k
print(m)
","0.0"
"03a8a5e2-f2b8-4e7d-b0ec-acf8aaa72e29","a=input()
ts,maxts=1,0
for i in range(len(a)-1):
    if (a[i]=='K' and a[i+1]=='L')or(a[i]=='L' and a[i+1]=='K'):
        ts=1
    else:
        ts+=1
        if maxts<ts:
            maxts=ts
print(maxts)

","0.0"
"03a8a5e2-f2b8-4e7d-b0ec-acf8aaa72e29","a=input()
maxts=0
ts=1
for i in range (len(a)-1):
        if (a[i]=='K' and a[i+1]=='L') or (a[i]=='L' and a[i+1]=='K'):
                ts=1
        else:
                ts+=1
                if maxts<ts:
                    maxts=ts
print(maxts)
            
","0.0"
"03a8a5e2-f2b8-4e7d-b0ec-acf8aaa72e29","st = input()
k = 1
mx = 0
for i in range(1, len(st)):
    if (st[i] == 'K' and st[i-1] == 'L') or (st[i-1] == 'K' and st[i] == 'L'):
        k = 1
    else:
        k += 1
        if k > mx:
            mx = k
print(mx)","0.0"
"03a8a5e2-f2b8-4e7d-b0ec-acf8aaa72e29","a=input()
k=1
m=0
for i in range(len(a)-1):
    if(a[i]=='K' and a[i+1]=='L') or (a[i]=='L' and a[i+1]=='K'):
        k=1
    else:
        k+=1
    if m<k:
        m=k
print(m)
","0.0"
"4d88fcc7-08f9-47c3-86d4-9f59b6f127fa","x=input()
s=1
maxs=0
for i in range(len(x)-1):
    if (x[i]=='X' and x[i+1]=='Z' and x[i+2]=='Z' and x[i+3]=='Y'):
        if (x[i]=='X' and x[i+1]=='Z' and x[i+2]=='Z' and x[i+3]=='Y'):
            s=s+2
            if maxs<s:
                maxs=s
            
        s=1
        
    

    else:
        s+=1
        if maxs<s:
            maxs=s
        
print(maxs)","0.0"
"4d88fcc7-08f9-47c3-86d4-9f59b6f127fa","x=input()
s=1
maxs=0
for i in range(len(x)-1):
    if (x[i]=='X' and x[i+1]=='Z' and x[i+2]=='Z' and x[i+3]=='Y'):
        s=s+2
        if maxs<s:
            maxs=s
            
        s=1
        
    

    else:
        s+=1
        if maxs<s:
            maxs=s
        
print(maxs)
","0.0"
"03a8a5e2-f2b8-4e7d-b0ec-acf8aaa72e29","a = input()
a = a+'KL'
k = 1
maxk = 0
for i in range(0,len(a)-1):
    if a[i]+a[i+1] != 'KL' and a[i]+a[i+1] != 'LK':
        k+=1
    else:
        if maxk < k:
            maxk = k
        k = 0


print(maxk)","0.0"
