"task","code","generated"
"a11ad4e0-abf7-4110-9d03-04d451d484df","n,k,g=map(int,input().split())
ksm=[]
for i in range(n):
    ksm.append(int(input()))
ksm.sort()
dk=0
kves=0
ves=0
while k>0:
    ves=sum(ksm[:k-1])+kves
    for i in reversed(ksm):
        if ves+i<=g:
            kves+=i
            ksm.pop()
            break
    k-=1
print(kves)
    ","0.06"
"4ecec1ec-211d-4ce0-bd4b-ee2498ae1afa","a=str(input())
a=a[::-1]
d=''
for i in a:
    d=d+i+' '
print(d[:-1])
","0.078"
"6c2adae3-f5f9-4088-9bc6-567fe66476fb","n,k=input().split()
n=int(n)
k=int(k)
s=[]
sa=0
for i in range(n):
    s.append(int(input()))
s=sorted(s)
sa=int((sum(s[n-k:n]))*0.2)
print(max(s[:n-k]),sa)
","0.098"
"a11ad4e0-abf7-4110-9d03-04d451d484df","n,k,g=map(int,input().split())
ksm=[]
for i in range(n):
    ksm.append(int(input()))
ksm.sort()
dk=0
kves=0
ves=0
while k>0:
    ves=sum(ksm[:k-1])+kves
    for i in reversed(ksm):
        if ves+i<=g:
            kves+=i
            ksm.pop()
            break
        ksm.pop()
    k-=1
print(kves)","0.075"
"311d9bb7-84d8-4a04-9af9-fba11c6f224b","a,x=map(int,input().split())
print(a**x)
","0.09"
"7f4176cf-336a-4612-9d4d-31057447b99e","n,k=map(int,input().split())
s=[]
for i in range(n):
    s.append(int(input()))
s.sort()
s.reverse()
otl=s[:k]
ud=s[k:k+k]
sr=sum(ud)//k
so=sum(otl)//k
print(sr,so)","0.146"
"f2fd916a-4061-4f42-aa02-2ae337339c7a","n,k,m=map(int,input().split())
s=[]
for i in range(n):
    s.append(int(input()))
s.sort()
s.reverse()
print(s[k+m-1],s[k-1])","0.099"
"150f8ae8-1577-4cb8-98b7-775b5ddba6c1","a,b=map(int,input().split())
mx=0
for i in range(a,0,-1):
    if a%i==0 and b%i==0:
        mx=i
        break
print(mx)
","0.144"
"645dbba8-e48e-4111-abe4-d1ca480792d6","a=str(input())
d=''
for i in a:
    d=d+i+' '
print(d[:-1])","0.14"
"dc2ce7e3-6bb9-4308-8c20-15410d948a3c","n=int(input())
s=[]
for i in range(n):
    s.append(int(input()))
s.sort()
s.reverse()
mx=0
for i in range(n):
    for a in range(i+1,n):
        if s[a]+s[i]==100:
            mx+=1
            s[a]=0
            break
print(mx)
","0.138"
"ea085abc-b6a7-4545-86cb-85395a6c5937","n,k,m=map(int,input().split())
s=[]
for i in range(n):
    s.append(int(input()))
s.sort()
d=s[:k]
s.reverse()
sr=sum(d)//k
print(s[m-1],sr)

","0.057"
"3afc315a-4d55-4193-8135-d8dd5c533c49","s,n=input().split()
s=int(s)
n=int(n)
mas=[]
summ=0
for i in range(0,n):
    mas.append(int(input()))
mas=sorted(mas)
for x in range(len(mas)):
    if mas[x]+summ<=s:
        summ+=mas[x]
        nomer=x
    else: break
rzn=mas[nomer]
for j in range(nomer+1,n):
    if (summ-rzn)+mas[j]<=s:
        summ=(summ-rzn)+mas[j]
        rzn=mas[j]
print(nomer+1,rzn)","0.056"
"6c2adae3-f5f9-4088-9bc6-567fe66476fb","n,k=input().split()
n=int(n)
k=int(k)
s=[]
sa=0
for i in range(n):
    s.append(int(input()))
s=sorted(s)
sa=int((sum(s[n-k:n]))*0.2)
print(max(s[:n-k]),sa)
 ","0.064"
"b4e8d0e8-b2b3-4675-a090-16c08e1e936c","n=int(input())
def f(k):
    if k==0:
        return 1
    else: return k*f(k-1)
print(f(n))
","0.093"
"a11ad4e0-abf7-4110-9d03-04d451d484df","n,k,g=map(int,input().split())
ksm=[]
for i in range(n):
    ksm.append(int(input()))
ksm.sort()
dk=0
kves=0
ves=0
while k>0:
    ves=sum(ksm[:k-1])+kves
    for i in reversed(ksm):
        if ves+i<=g:
            kves+=i
            ksm.pop()
            break
    k-=1
print(kves) 
    ","0.147"
"3ae56164-1134-42f9-8fd7-204a82b81e52","a=int(input())
def kd(x,s):
    kd=[1,x]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            kd.append(i)
            if i!=x//i: kd.append(x//i)
        if len(kd)>s: return [0]
    if len(kd)==s: return sorted(kd)
    else: return[0]
def prst(c):
    sps=0
    if c<=1: return False
    for i in range(2,round(c**0.5)+1):
        if c%i==0: return False
    return True
w=[0]
f=0
z=0 
md=0 
while f!=a:
    z+=1
    w=kd(z,a)
    f=len(w)
for i in w:
    if prst(i):
        md=i
print(w[-1], md)
","0.148"
"58443c34-5e1c-4cd5-b526-6442bc1c012d","s=input().split()
print(*s)
 ","0.13"
"3ae56164-1134-42f9-8fd7-204a82b81e52","a=int(input())
def kd(x,s):
    kd=[1,x]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            kd.append(i)
            if i!=x//i: kd.append(x//i)
        if len(kd)>s: return [0]
    if len(kd)==s: return sorted(kd)
    else: return[0]
def prst(c):
    sps=0
    if c<=1: return False
    for i in range(2,round(c**0.5)+1):
        if c%i==0: return False
    return True
w=[0]
f=0
z=0
md=0
while f!=a:
    z+=1
    w=kd(z,a)
    f=len(w)
for i in w:
    if prst(i):
        md=i
print(w[-1], md)
","0.082"
"6bd877c6-1740-408f-a6ca-2f8adeae08f5","a=int(input())
b=int(input())
def nd(x):
    s=[]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            s.append(i)
            if i!=x//i:
                s.append(x//i)
        if len(s)>1: return 0
    if len(s)==1: return x
    else: return(0)
z=0
for i in range(a+1,b):
    if i**0.5==int(i**0.5):
        f=nd(i)
        z+=sum(map(int,str(f)))
print(z)
 ","0.062"
"6bd877c6-1740-408f-a6ca-2f8adeae08f5","a=int(input())
b=int(input())
def nd(x):
    s=[]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            s.append(i)
            if i!=x//i:
                s.append(x//i)
        if len(s)>1: break
    if len(s)==1: return x
    else: return(0)
z=0
for i in range(a+1,b):
    f=nd(i)
    z+=sum(map(int,str(f)))
print(z)","0.054"
"75410156-cdea-4efc-a0d6-91e02bf38e32","a=int(input())
b=int(input())
d=0
def qdel(x):
    qdel=[1]
    for i in range(2,x+1):
        if x%i==0:
            qdel.append(i)
    return qdel
for r in range(a,b+1):
    if len(qdel(r))==4:
        print(*qdel(r))
        d=1
if d==0: print(0)
","0.137"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","a=int(input())
for i in range(1,a+1):
    if a%i==0:
        print(i,end=' ')
 ","0.097"
"ce727aeb-b2aa-4da5-be32-636ce90da78c","a=int(input())
b=int(input())
c=int(input())
d=int(input())
if a>b:
    for i in range(b,a+1):
        if i%d==c: print(i,end=' ')
else:
    for i in range(a,b+1):
        if i%d==c: print(i,end=' ')

","0.096"
"7aecb159-d960-48fa-8ebb-1bfa26b302d4","a1=input().split('.')
a=[i for i in a1]
for i in range(len(a)):
    if a[i]=='': a[i]=256
a=[int(i) for i in a]
z=0
for i in range(len(a)):
    if a[i]<=255 and a[i]>=0 and len(a)==4:
        z+=1
    else:z-=1
if z==4: print(1)
else: print(0)
","0.111"
"66c9f51f-8598-480d-85ef-3830594163ab","a=int(input())
p=a//3
s=a%3
if s!=0: p+=1
else:s=3
print(p,s)","0.128"
"d0a972df-02e0-41b9-a5e6-ff41f6ccc00e","n=int(input())
z1=[]
a=int(input())
for i in range(n-1):
    z1.append(a)
    a=int(input())
if n!=1: z=min(z1)
else: z=a
if z<(-15):
    print(z)
    print('YES')
else:
    print(z)
    print(""NO"")","0.102"
"b37c6232-1a19-47d7-9250-7e111725e611","a,b=input().split()
a=int(a)
b=int(b)
z=[]
x=[]
for i in range(1,a):
    if a%i==0:
        z.append(i)
for v in range(1,b):
    if b%v==0:
        x.append(v)
sb=sum(x)
sa=sum(z)
if sa==b and sb==a: print('YES')
else: print('NO')

","0.096"
"6b1e0963-bf0b-405e-b555-435a6225619c","a=str(input())
l1=len(a)
chet2=0
sum3=0
if int(a)%2==0: chet2=0
else: chet2=1
for i in range(len(a)):
    sum3=sum3+int(a[i])
print(l1,chet2,sum3)
","0.118"
"c519c7c3-cc1b-42eb-ae0d-77219a6ca340","a=str(input())
r=0
for i in range(len(a)):
    if a[i]=='0':
        r+=1
print(r)
        
","0.112"
"893cc270-337f-4829-bb45-0f60d1209419","a=int(input())
w=1
s=0
while w<a:
    w=w*2
    s+=1
print(s)
","0.133"
"f9af70f9-5fce-423e-94c5-b6f357e5242c","a=int(input())
n=int(input())
s=1
for i in range(1,n+1):
    s=s+a**i
print(s)
","0.1"
"a93745c4-cdf2-422d-86e3-46fc616f4f80","a=int(input())
m=[]
m0=0
for i in range(1,a+1):
    if (a%i==0) and (i%3==0):
        m.append(i)
        m0+=1
print(m0)
print(*m)
 ","0.108"
"a93745c4-cdf2-422d-86e3-46fc616f4f80","a=int(input())
m=[]
m0=0
for i in range(1,a+1):
    if (a%i==0) and (i%3==0):
        m.append(i)
        m0+=1
print(m0)
print(*m)
","0.131"
"f2aee372-d88a-497b-a1d2-64b122fc8b0a","a=int(input())
mx=0
for i in range(2,a+1):
    if a%i==0:
        mx=i
        break
print(mx)
","0.084"
"419d664d-81aa-4201-abc6-d514e7ee1691","a=input().split()
z=[str(i) for i in a]
q=0
i=0
s=[]
while int(z[i])!=0:
    s.append(z[i])
    q+=int(z[i])
    i+=1
q=q/len(s)
if q%(int(q))==0:
    print(int(q))
else: print((round(q,11)))
","0.067"
"26acdc8d-1ff5-439b-81bd-00672786ec6d","a=input().split()
z=[str(i) for i in a]
q=0
i=0
z.append(0)
while int(z[i])!=0:
    q+=int(z[i])
    i+=1
print(q)
","0.1"
"c0df7d49-26f5-451c-b44a-1e0bca60bca5","a1=input().split()
a=[i for i in a1]
print(len(a)-1)
","0.076"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","a1=input().split()
a=[int(w) for w in (a1)]
s=0
for i in range(20):
    if a[i]/10==1 or a[i]/10==2 or a[i]/10==3 or a[i]/10==4 or a[i]/10==5 or a[i]/10==6 or a[i]/10==7 or a[i]/10==8 or a[i]/10==9:
        s+=1
print(s)
","0.101"
"18bbabdd-799e-47e6-b085-3698d76792e0","a=int(input())
print(int(a/4))","0.136"
"5b6da202-e075-48fb-a015-421187973431","a=int(input())
b=int(input())
print(a*b)","0.077"
"06c76227-d39e-4bac-8f71-f68c262dd42e","s=str(input())
a=0
amax=0
for i in s:
    if (i=='E' and a%3==0) or (i=='A' and a%3==1) or (i=='B' and a%3==2):
        a+=1
        if a>amax:
            amax=a
    else:
        a=0
print(amax)
      ","0.095"
"704fe53c-bcb7-48de-a964-e687a0ae281c","s=str(input())
a=0
for i in range(len(s)):
    if (s[i] in 'ABC'):
        a+=1
print(a)
","0.066"
"4cadd9be-89f5-4d54-b38d-f823b7087153","a,b=input().split()
l=[]
for i in range(int(a),int(b)+1):
    if i%2==0:
        l.append(i)
print(*l)
","0.128"
"b4e8d0e8-b2b3-4675-a090-16c08e1e936c","a=int(input())
s=1
for i in range(a):
    s=s*(i+1)
print(s)
","0.057"
"e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0","a=int(input())
b=int(input())
c=int(input())
mas=[a,b,c]
print(*sorted(mas))
","0.127"
"5362054a-bc83-4623-867a-66a72e38b366","n=int(input())
mas=[0]*50
mas1=[0]*50
q=1
m=0
for i in range(50):
    mas[i]=q
    q=q*2+1
    mas1[i]=sum(mas[:i])
    if n==mas1[i]:
        print('YES')
        m=1
        break
if m==0: print('NO')

","0.108"
"52fd296b-798f-4462-889c-5b49172bf987","n26k=int(input())
s=int(input())
p=int(input())
q=17*2*29
q=q-(n26k*26+s*38+p*42)
print(q)
","0.052"
"d49e80f4-ce33-4ded-aa53-337f8d0f73b8","n,a=input().split()
n=int(n)
a=int(a)
s=[]
for i in range(n):
    s.append(int(input()))
s.sort()
for i in range(a):
    s.pop()
    s.pop(0)
d=(sum(s)//len(s))
print(max(s),d)
","0.075"
"3ae56164-1134-42f9-8fd7-204a82b81e52","a=int(input())
def kd(x,s):
    kd=[1,x]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            kd.append(i)
            if i!=x//i: kd.append(x//i)
        if len(kd)>s: return [0]
    if len(kd)==s: return sorted(kd)
    else: return[0]
def prst(c):
    sps=0
    if c<=1: return False
    for i in range(2,round(c**0.5)+1):
        if c%i==0: return False
    return True
w=[0]
f=0
z=0 
md=0
while f!=a:
    z+=1
    w=kd(z,a)
    f=len(w)
for i in w:
    if prst(i):
        md=i
print(w[-1], md)
","0.074"
"6bd877c6-1740-408f-a6ca-2f8adeae08f5","a=int(input())
b=int(input())
def nd(x):
    s=[]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            s.append(i)
            if i!=x//i:
                s.append(x//i)
        if len(s)>1: return 0
    if len(s)==1: return x
    else: return(0)
z=0
for i in range(a+1,b):
    f=nd(i)
    z+=sum(map(int,str(f)))
print(z)
","0.11"
"9ad8e0ac-34e6-45a9-8f4f-0e8046aec803","a=int(input())
b=int(input())
d=0
md=0
e=0
f=0
def qdel(x):
    qdel=[1,x]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            qdel.append(i)
            if i!=x//i: qdel.append(x//i)
    return sorted(qdel)
for r in range(a,b+1):
    d=qdel(r)
    if (len(d)>=md):
        md=len(d)
        e=d[-2]
        f=r

print(md,f,e)
        ","0.127"
"9ad8e0ac-34e6-45a9-8f4f-0e8046aec803","a=int(input())
b=int(input())
d=0
md=0
e=0
f=0
def qdel(x):
    qdel=[1]
    for i in range(2,x+1):
        if x%i==0:
            qdel.append(i)
    return qdel
for r in range(a,b+1):
    d=qdel(r)
    if (len(d)>=md):
        md=len(d)
        e=d[-2]
        f=r

print(md,f,e)
","0.13"
"9ad8e0ac-34e6-45a9-8f4f-0e8046aec803","a=int(input())
b=int(input())
d=0
md=0
e=0
f=0
def qdel(x):
    qdel=[1]
    for i in range(2,x+1):
        if x%i==0:
            qdel.append(i)
    return qdel
for r in range(a,b+1):
    d=qdel(r)
    if (len(d)>=md):
        md=len(d)
        e=d[-2]
        f=r
  
print(md,f,e)
        
","0.062"
"75410156-cdea-4efc-a0d6-91e02bf38e32","a=int(input())
b=int(input())
d=0
def qdel(x):
    qdel=[1]
    for i in range(2,x+1):
        if x%i==0:
            qdel.append(i)
        if len(qdel)>4: break
    return qdel
for r in range(a,b+1):
    if len(qdel(r))==4:
        print(*qdel(r))
        d=1
if d==0: print(0)
","0.071"
"75410156-cdea-4efc-a0d6-91e02bf38e32","a=int(input())
b=int(input())
d=0
def qdel(x):
    qdel=[1]
    for i in range(2,x+1):
        if x%i==0:
            qdel.append(i)
        if len(qdel)==5: break
    return qdel
for r in range(a,b+1):
    if len(qdel(r))==4:
        print(*qdel(r))
        d=1
if d==0: print(0)
","0.073"
"a0497858-245b-4fc6-9d58-990c5e2f0724","n=int(input())
z=[]
a=int(input())
z.append(a)
for i in range(n-1):
    a=int(input())
    z.append(a)
z1=[]
for i in range(n):
    if z[i]%10==2:
        z1.append(z[i])
print(max(z1))
","0.14"
"3d109570-fadd-47bd-b0cb-2d9d34ba11ca","x,p,y,t=input().split()
print(int(x)**int(p)+int(y)**int(t))
","0.091"
"3d109570-fadd-47bd-b0cb-2d9d34ba11ca","x,p,y,t=input().split()
a=int(x)**int(p)+int(y)**int(t)
print(a)
","0.082"
"33eb8e68-cf75-4892-b87b-97ceeee27d04","a1=input().split()
a=[int(w) for w in a1]
if a[0]==a[1]: print(0)
elif (a[0]>0 and a[1]>0) or (a[0]<0 and a[1]<0): print(a[0]+a[1])
else: print(a[0]*a[1])
","0.057"
"94a4304c-1628-4b48-a1bb-62970467c416","n=int(input())
a1=input().split()
a=[int(i) for i in a1]
print(*sorted(a))
","0.124"
"420a5758-8cb1-445d-9bf7-bd8017a41cb2","n=int(input())
a1=input().split()
a=[int(i) for i in a1]
mx=0
mxi=0
for i in range(n):
    if a[i]>mx:
        mx=a[i]
        mxi=i
c=a[mxi]
a[mxi]=a[len(a)-1]
a[len(a)-1]=c
print(*a)
","0.136"
"9f26801e-6448-47ab-af7c-8cd9ec482ddf","a=int(input())
m1=input().split()
m=[int(i) for i in m1]
print(sum(m)) ","0.062"
"3d7a3219-e451-4f8b-894c-c96623eba5e5","s=str(input())
if s[::-1]==s: print('YES')
else: print('NO')
","0.104"
"1516a6df-2eca-4d9d-8705-395d2d5f3a1d","a=str(input())
mx=0
mn=9
for i in range(len(a)):
    if int(a[i])>=mx:
        mx=int(a[i])
    if int(a[i])<=mn:
        mn=int(a[i])
print(mn,mx)
        
","0.14"
"132b4d29-b1fe-4591-be7e-9e4e150e35b6","def Simp(xx):
    if xx==1:
        return False
    d=2
    while d*d<=(xx-1):
        if xx%d==0:
            return False
        d+=1
    return True
a=int(input())
if Simp(a):
    print('YES')
else: print(""NO"")
","0.127"
"132b4d29-b1fe-4591-be7e-9e4e150e35b6","def Simp(xx):
    if xx==1:
        return False
    d=2
    while d*d<=(xx-1):
        if xx%d==0:
            return False
        d+=1
    return True
a=int(input())
if Simp(a):
    print('YES')
else: print(""NO"")","0.084"
"132b4d29-b1fe-4591-be7e-9e4e150e35b6","a=int(input())
z=0
for i in range(2,a+1):
    if a%i==0:
        z+=1
        if z==2:
            break
if z==1: print('YES')
else: print(""NO"")
","0.119"
"931dc9d6-3183-4d35-bee6-95b210e0268a","a=int(input())
m=[]
for i in range(1,a+1):
    if a%i==0:
        m.append(i)
print(*m)","0.094"
"c479ed62-3a40-4f93-89c8-b674826ab144","a=int(input())
mx=0
for i in range(1,a+1):
    if a%i==0:
        mx+=1
print(mx)
","0.096"
"157c7563-5b83-4f84-b184-e15788a65471","a=int(input())
i=2
while a%i!=0:
    i+=1
print(int(i))","0.075"
"06a06b1c-da2e-4210-b889-371de309b82f","a=int(input())
s1=input().split()
s=[int(i) for i in s1]
O=0
L=0
T=0
for i in s:
    if i==0:
        O+=1
    elif i>=1:
        L+=1
    elif i<=1:
        T+=1
print(O,L,T)
","0.063"
"af34735a-a422-4900-a41c-ce3188000595","s=int(input())
for i in range(s):
    print('I must not tell lies')","0.116"
"5be45c97-769f-45be-9ed4-b4dd633ac057","s=input().split()
ms=[str(i) for i in s]
print(*ms)","0.075"
"091ddb60-bc05-4be5-808d-ce061c459e3e","s=int(input())
a=int(input())
print(int(s/a))","0.122"
"0cc69b6a-3909-441a-a329-8b2c81413bb0","a=int(input())
s=a//10
print(s) ","0.098"
"06c76227-d39e-4bac-8f71-f68c262dd42e","s=str(input())
a=0
amax=0
for i in s:
    if (i=='E' and a%3==0) or (i=='A' and a%3==1) or (i=='B' and a%3==2):
        a+=1
        if a>amax:
            amax=a
    else:
        a=0
print(amax)
  ","0.073"
"1b2dfff2-077c-4804-9067-dec63bee6584","s=str(input())
a=str(input())
sa=[]
q=0
s=s+'**'
for i in range(len(s)-1):
    if s[i]==a:
        q+=1
    else:
        sa.append(q)
        q=0
print(max(sa))
","0.15"
"58443c34-5e1c-4cd5-b526-6442bc1c012d","s=input().split()
ms=[str(i) for i in s]
print(*ms)

","0.095"
"1a27e016-52ff-4e78-89cb-956f0a7cac6b","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]
s=sorted(mas)
print(*s)
","0.098"
"35d772a5-7770-4a91-9118-ad11e4ae7feb","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]
k=0
for i in range(N):
    if mas[i]>mas[i-1]:
        k+=1
print(k)","0.07"
"4b28d852-6b47-4db4-aa6b-099ecb0e7a8b","n=int(input())
print(n)
while n!=1:
    if n%2==0:
        n=n/2
    else:
        n=(3*n+1)/2
    print(int(n))
","0.083"
"94224cd9-666a-4814-8edb-60beb14ea59a","d=int(input())
m=int(input())
y=int(input())
if (m<9 and y==2010):
    print('YES')
else: print('NO')


","0.123"
"06c76227-d39e-4bac-8f71-f68c262dd42e","s=str(input())
a=0
amax=0
for i in s:
    if (i=='E' and a%3==0) or (i=='A' and a%3==1) or (i=='B' and a%3==2):
        a+=1
        if a>amax:
            amax=a
    else:
        a=0
print(amax)
 ","0.125"
"704fe53c-bcb7-48de-a964-e687a0ae281c","s=str(input())
a=0
amax=0
for i in range(len(s)):
    if (s[i] in 'ABC'):
        a+=1
    else:
        if a>amax:
            amax=a
        a=0
print(amax)","0.14"
"4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e","a=int(input())
z=[]
for i in range(1,a+1):
    if a%i==0:
        z.append(i)
print(*z)","0.07"
"f9af70f9-5fce-423e-94c5-b6f357e5242c","a=int(input())
n=int(input())
s=0
for i in range(n+1):
    s=s+a**i
print(s)","0.111"
"c7512b39-389d-4ddb-b3fe-5475bd01a088","a=int(input())
b=int(input())
for i in range(200):
    s=int(input())
    if a+b==s:
        print(i+1)
        break","0.111"
"f9f08d20-e4e6-49ac-8682-f4b7100928a4","a=int(input())
b=int(input())
d=int(input())
s=3.14*(d/2+2)
if int(s)!=s:
    s=int(s+1)
if (a*b)>=s: print('YES')
else: print('NO')
","0.064"
"08f18ec8-c939-44c6-b125-642f6a2341fa","x=int(input())
x1=x/8
x2=3*(2*x1)
print(int(x1),int(x1),int(x2))","0.139"
"5d02ab7a-4394-4098-9f7a-ed3912083888","h=int(input())
m=int(input())
m+=15
if m>=60:
    m=m-60
    h+=1
h+=1
if h>=23:
    h=h-24
print(h,m)
","0.123"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","s=str(input())
sa1=[]
sa2=[]
q=1
s=s+'**'
for i in range(len(s)-1):
    if s[i]==s[i+1]:
        q+=1
    else:
        sa1.append(s[i])
        sa2.append(q)
        q=1
print(sa1[sa2.index(max(sa2))],sa2[sa2.index(max(sa2))])
","0.076"
"58443c34-5e1c-4cd5-b526-6442bc1c012d","s=input().split()
ms=[str(i) for i in s]
print(*ms) ","0.088"
"7c143f80-2e7e-4890-bee7-ffbdcbf5b05b","s=str(input())
a=0
if s[1]==' ':
    a=1
if s[len(s)-2]==' ':
    a+=1
for i in range(1,(len(s)-2),1):
    if s[i]==' ' and s[i+1]!=' ' and s[i+2]==' ':
        a+=1
print(a)   ","0.126"
"3876c09d-7f12-4c69-ac5c-8ca780dcd633","s=str(input())
n=input().split()
mas=[int(i)for i in n]
m=s[mas[0]-1:mas[1]]
print(s[0:mas[0]-1]+m[::-1]+s[mas[1]:])
","0.088"
"abd77e3f-81bd-4c24-afdb-b64873f7c1c3","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]
a=0
for i in range(N):
    a=a+mas[i]
s=round(a/N,1)
print(s)
    
","0.114"
"6671bab8-0e57-4f15-bc39-c933a2495f50","N=int(input())
mas=[0]*N
S=input().split()
mas=[int(i)for i in S]

for i in range(0,N-1,2):
    t=mas[i]
    mas[i]=mas[i+1]
    mas[i+1]=t
print(*mas)","0.1"
"1ff5a639-82a9-46d5-99e8-90b0529a5016","h=int(input())
m=int(input())
hn=h+1
mn=m+15
if (hn>23):
    hn=hn-24
if (mn>59):
    mn=mn-60
    hn=hn+1
print(hn,mn)","0.109"
"190516a0-6ed3-4c42-9f36-dc481a3adb70","ï»¿x=int(input())
y=int(input())
print(x+y)
","0.111"
"190516a0-6ed3-4c42-9f36-dc481a3adb70","x=int(input())
y=int(input())
print(x+y)","0.112"
"7880445a-3568-4939-8f55-d80530b696c0","n,v1=map(int, input().split())
sp=[-1]*n
Q=[]
QQ=[]
maska=0
visited=[False]*n
gr=[[0]*n for i in range(n)]
for i in range(n):
    gr[i] = [int(t) for t in input().split()]

def BFS(ver):
    if ver<len(Q):
        v=Q[ver]
        for i in range(n):
            if gr[v][i]==1 and not(visited[i]):
                Q.append(i)
                visited[i]=True
                sp[i]=v  
        BFS(ver+1)
Q.append(v1-1)
visited[v1-1]=True
BFS(0)
m=int(input())
for i in range(m):
    vk=int(input())
    QQ=[]
    maska=0
    per=vk-1
    while per!=v1-1:
        QQ.append(per+1)
        per=sp[per]
        if per==-1:
            maska=1
            break
    if maska==0:
        QQ.append(v1)
        QQ.reverse()
        print(*QQ)
    else:
        print(-1)","0.134"
"58443c34-5e1c-4cd5-b526-6442bc1c012d","s=input().split()
ms=[str(i) for i in s]
print(*ms)
 
","0.14"
"0df7e1f2-c1c4-41f3-9904-a9e4495a5bfc","a=int(input())
b=int(input())

def nd(x):
    nd=[]
    for i in range(2,round(x**0.5)+1):
        if (x%i==0) and (i>9) and (i<100):
            nd.append(i)
    return sorted(nd)

for g in range(a,b+1):
    if len(nd(g))==30:
        print(g,min(nd(g)),max(nd(g)))
","0.053"
"6bd877c6-1740-408f-a6ca-2f8adeae08f5","a=int(input())
b=int(input())
def nd(x):
    s=[]
    for i in range(2,round(x**0.5)+1):
        if x%i==0:
            s.append(i)
            if i!=x//i:
                s.append(x//i)
        if len(s)>1: return 0
    if len(s)==1: return x
    else: return(0)
z=0
for i in range(a+1,b):
    if i**0.5==int(i**0.5):
        f=nd(i)
        z+=sum(map(int,str(f)))
print(z)
","0.069"
"ec3cfb4d-5f50-4fa0-8e53-686d10f6c0b2","def nd(z):
    s=[]
    for i in range(1,round(z**0.5)+1):
        if z%i==0:
            s.append(i)
            if i!=z//i:
                s.append(z//i)
    return sorted(s)
a,b=map(int,input().split())
f=0
g=[]
for i in range(a,b+1):
    if i**0.5==int(i**0.5):
        g=nd(i)
        f+=1
        print(f,i,len(g),round(i**0.5))
","0.138"
"ec3cfb4d-5f50-4fa0-8e53-686d10f6c0b2","def nd(z):
    s=[]
    for i in range(1,z+1):
        if z%i==0: s.append(i)
    return(s)
a,b=input().split()
a=int(a)
b=int(b)
f=0
for i in range(a,b+1):
    d=nd(i)
    if len(d)%2==1:
        f+=1
        print(f,i,len(d),int(i**0.5))","0.087"
"9ad8e0ac-34e6-45a9-8f4f-0e8046aec803","a=int(input())
b=int(input())
d=0
md=0
e=0
f=0
def qdel(x):
    qdel=[1]
    for i in range(2,x+1):
        if x%i==0:
            qdel.append(i)
    return qdel
for r in range(a,b+1):
    d=qdel(r)
    if (len(d)>=md):
        md=len(d)
        e=d[-2]
        f=r
 
print(md,f,e)
        
","0.14"
"9ad8e0ac-34e6-45a9-8f4f-0e8046aec803","a=int(input())
b=int(input())
d=0
md=0
e=0
f=0
def qdel(x):
    qdel=[1]
    for i in range(2,x+1):
        if x%i==0:
            qdel.append(i)
    return qdel
for r in range(a,b+1):
    d=qdel(r)
    if (len(d)>=md):
        md=len(d)
        e=d[-2]
        f=r

print(md,f,e)
        
","0.105"
"75410156-cdea-4efc-a0d6-91e02bf38e32","a=int(input())
b=int(input())
d=0
def qdel(x):
    qdel=[1]
    for i in range(2,x+1):
        if x%i==0:
            qdel.append(i)
        if len(qdel)>4: break
    return qdel
for r in range(a,b+1):
    if len(qdel(r))==4:
        print(*qdel(r))
        d=1
if d==0: print(0)
  ","0.078"
"ce727aeb-b2aa-4da5-be32-636ce90da78c","a=int(input())
b=int(input())
c=int(input())
d=int(input())
for i in range(a,b+1):
    if i%d==c: print(i,end=' ')

","0.055"
"48531b77-6537-4389-a998-5c74e35ac9af","a=int(input())
if a%3==0: print('YES')
else: print('NO')
","0.055"
"702fc37e-8257-458c-aedd-8ca35534289a","a,b=input().split()
c,d=input().split()
a=int(a)
b=int(b)
c=int(c)
d=int(d)
sab=a+b
scd=c+d
if sab==scd: print(a,b,c,d)
elif sab>scd: print(a,b)
else: print(c,d)
","0.09"
"33eb8e68-cf75-4892-b87b-97ceeee27d04","a1=input().split()
a=[int(w) for w in (a1)]
s=0
for i in range(100):
    s*=1000
if a[0]==a[1]: print(0)
elif (a[0]>0 and a[1]>0) or (a[0]<0 and a[1]<0): print(a[0]+a[1])
else: print(a[0]*a[1])
","0.129"
