 ,code,real,predicted
215,n = int(input())\ndata = input()\ndat = []\nfor i in range(n - 1):\n    dat.append(data[i:i+2])\nprint(len(set(dat)))\n,0,2.745430288537572e-29
216,"k=int(input())\r\nh=k//60\r\nm=k%60\r\nprint(h,m)\r\n",0,3.5521433496858857e-38
217,"
n = int(input())
count = 0
for _ in range(n):
    a, b, c = map(int, input().split())
    if a + b + c >= 2:
        count += 1
print(count)
",1,1.0
218,x = int(input())\ncount = 0\ns = 1\nwhile s * 5 <= x:\n    s *= 5\n    count += 1\nelse:\n    while s * 2 <= x:\n        s *= 2\n        count += 1\n    else:\n        while s + 1 <= x:\n            s += 1\n            count += 1\n        else:\n            print(count)\n,0,0.0
219,"
def max_square_area(n, disk):
    max_area = 0
    for i in range(1, n):
        for j in range(i, n):
            area = i * j
            square = [[disk[y][x] for y in range(n - i)] for x in range(n - j)]
            count = 0
            for row in square:
                if all(x == row[0] for x in row):
                    count += area
            max_area = max(max_area, count)
    return max_area

n = int(input())
disk = [list(input()) for _ in range(n)]
print(max_square_area(n, disk))
",1,1.0
220,"n1, p1, m1, t1, s1 = map(int, input().split())\nn2, p2, m2, t2, s2 = map(int, input().split())\npit = n1 * (p1 + m1 * t1 + s1)\npas = n2 * (p2 + m2 * t2 + s2)\nif pit > pas:\n    print('Pascal', pas)\nelif pas > pit:\n    print('Python', pit)\nelse:\n    print('Draw', pas)",0,1.1085932792787992e-38
221,"
def seedling(a, b, n):
    area = a * b
    if area < 9:
        print(""Invalid box size. Box size should be at least 9 square centimeters."")
        return
    if n > area:
        k = n - area
        print(""YES"")
        print(k)
    else:
        print(""NO"")
        print(0)

# Main function
seedling(3, 3, 1)
seedling(2, 50, 12)
",1,1.0
222,"
def dfs(node, visited, path, adj_matrix, traversals):
    visited[node] = True
    path.append(node)

    for neighbor in range(1, len(adj_matrix[0]) + 1):
        if adj_matrix[node][neighbor] == 1 and not visited[neighbor]:
            dfs(neighbor, visited, path, adj_matrix, traversals)

    if len(path) > 1:
        traversals.append(' '.join(map(str, path)))
        path.pop()
        visited[path[-1]] = False

n = int(input())
adj_matrix = []
traversals = []
visited = [False] * (n + 1)
path = []

for _ in range(n):
    row = list(map(int, input().split()))
    adj_matrix.append(row)

for node in range(1, n + 1):
    if not visited[node]:
        dfs(node, visited, path, adj_matrix, traversals)

for traversal in traversals:
    print(traversal)
",1,1.0
223,"
N, i, j = map(int, input().split())
if i > j:
    i, j = j, i
clockwise = j - i - 1
counter_clockwise = N - (j - i) - 1
print(min(clockwise, counter_clockwise))
",1,1.0
224,"
m = int(input())
d = int(input())
v = int(input())

min_boys = max(0, v - d)
max_boys = min(m, v)

print(max_boys - min_boys + 1)
",1,1.0
225,"n = int(input())\na = 0\n\nfor i in range(n):\n    s, k = list(map(int, input().split()))\n\n    while s > 0:\n        if s % k != 0:\n            a = a + (s % k)\n            s = s - (s % k)\n        else:\n            s = s // k\n            a += 1\n    print(a)\n    a = 0",0,0.0
226,"n,k=map(int,input().split())\r\ns=[]\r\nfor i in range(n):\r\n    s.append(int(input()))\r\ns.sort()\r\ns.reverse()\r\notl=s[:k]\r\nud=s[k:k+k]\r\nsr=sum(ud)//k\r\nso=sum(otl)//k\r\nprint(sr,so)",0,0.0
227,"N, M=map(int,input().split())\nX=(M-2)*(N-2)\nY=(M*N)-X\nprint(Y,X)",0,6.869002932410785e-19
228,"k=int(input())\nS=0\nl=0\nfor i in range(k):\n    S=0\n    n,m = map(int, input().split())\n    for g in range(1, m+1):\n        S+=g\n    if S>n:\n        print('NO')\n    elif S==n:\n        print('YES')\n    else:\n        S=0\n        while S<n:\n            for j in range(l, m):\n                S+=1\n                l+=1\n                m+=1\n        if S==n:\n            print('YES')\n        else:\n            print('NO')",0,0.0
229,a = input()\nif a == 'q':\n    print('w')\nif a == 'w':\n    print('e')\nif a == 'e':\n    print('r')\nif a == 'r':\n    print('t')\nif a == 't':\n    print('y')\nif a == 'y':\n    print('u')\nif a == 'u':\n    print('i')\nif a == 'i':\n    print('o')\nif a == 'o':\n    print('p')\nif a == 'p':\n    print('a')\nif a == 'a':\n    print('s')\nif a == 's':\n    print('d')\nif a == 'd':\n    print('f')\nif a == 'f':\n    print('g')\nif a == 'g':\n    print('h')\nif a == 'h':\n    print('j')\nif a == 'j':\n    print('k')\nif a == 'k':\n    print('l')\nif a == 'l':\n    print('z')\nif a == 'z':\n    print('x')\nif a == 'x':\n    print('c')\nif a == 'c':\n    print('v')\nif a == 'v':\n    print('b')\nif a == 'b':\n    print('n')\nif a == 'n':\n    print('m')\nif a == 'm':\n    print('q'),0,0.0
230,"n, t  = map(int, input().split(' '))\na = [int(x) for x in input().split(' ')]\nk = 1\nwhile t > 0 and k - 1 < n:\n    t -= (80000 - a[k - 1])\n    k += 1\nprint(k - 1)",0,1.7695936134500522e-25
231,"a, b = map(int, input().split())\nc = input()\nl = list(c)\n\nfor i in range(len(l)):\n    if int(l[i]) < b:\n        l.insert(i, b)\n        break\n\nc = c[:i + 1] + str(b) + c[i + 1:]\nl = ''.join(map(str, l))\nif l > c:\n    print(l)\nelse:\n    print(c)",0,0.0
232,"
K = input().strip()
if K == K[::-1]:
    print(""YES"")
else:
    print(""NO"")
",1,1.0
233,"
def solve_puzzle(input_data):
    from collections import deque

    def is_valid(x, y):
        return 0 <= x < N and 0 <= y < N

    def bfs(word):
        for i in range(N):
            for j in range(N):
                if table[i][j] == word[0]:
                    queue = deque([(i, j, 0)])
                    visited = set()
                    while queue:
                        x, y, index = queue.popleft()
                        if (x, y) in visited:
                            continue
                        visited.add((x, y))
                        if index == len(word) - 1:
                            for xi, yi in visited:
                                used[xi][yi] = True
                            return True
                        for dx, dy in [(-1, 0), (1, 0), (0, -1), (0, 1)]:
                            nx, ny = x + dx, y + dy
                            if is_valid(nx, ny) and table[nx][ny] == word[index + 1]:
                                queue.append((nx, ny, index + 1))
        return False

    input_lines = input_data.strip().split('\n')
    N, M = map(int, input_lines[0].split())
    table = [list(input_lines[i + 1]) for i in range(N)]
    words = [input_lines[N + 1 + i] for i in range(M)]
    used = [[False] * N for _ in range(N)]

    for word in words:
        bfs(word)

    remaining_letters = [table[i][j] for i in range(N) for j in range(N) if not used[i][j]]
    return ''.join(sorted(remaining_letters))

# Example usage
input_data = """"""5 3
POLTE
RWYMS
OAIPT
BDANR
LEMES
OLYMPIAD
PROBLEM
TEST""""""
output = solve_puzzle(input_data)
print(output)  # Expected: AENRSW
",1,1.0
234,n = int(input())\r\ngr = [[] * n for i in range(n)]\r\nvisited = [False] * n\r\nprev = [] \r\nfor i in range(n):\r\n    gr[i] = [int(t) for t in input().split()]\r\n\r\n       \r\n         \r\ndef dfs(start):\r\n    prev.append(start+1)\r\n    visited[start] = True\r\n    for u in range(n):\r\n        if not visited[u] and gr[start][u]!=0:\r\n            dfs(u)\r\n\r\n            \r\ndfs(0)\r\nprint(*prev),0,0.0
235,"
def solve():
    n, k, x = map(int, input().split())
    a = list(map(int, input().split()))
    a += [0] * k
    a.sort()
    groups = 1
    for i in range(1, len(a)):
        if a[i] - a[i - 1] > x:
            groups += 1
    return groups

print(solve())
",1,1.0
236,"\r\na=int(input())\r\nb=int(input())\r\nmx=0\r\ndef inDel( x ):\r\n    inDel=[1]\r\n    for i in range (1,x//2+1):\r\n        if x%i==0:\r\n            inDel.append(i)\r\n    return inDel\r\nfor k in range (a,b+1):\r\n    if len(inDel(k))>=mx:\r\n        mx=len(inDel(k))\r\n        a=k\r\nprint(mx,a,a//2)",0,0.0
237,"
def bfs(x, y, grid):
    visited = [[False] * grid[0] + [None] for _ in grid]
    queue = [(x, y)]
    while queue:
        x, y = queue.pop(0)
        if grid[x][y] == 'A' and visited[x][y] is None:
            visited[x][y] = True
            for dx, dy in ((-1, 0), (1, 0), (0, -1), (0, 1)):
                nx, ny = x + dx * 2, y + dy * 2
                if 0 <= nx < len(grid) and 0 <= ny < len(grid[0]) and grid[nx][ny] == 'B' and not visited[nx][ny]:
                    queue.append((nx, ny))
    return sum(1 for i in range(len(grid)) if all(not visited[i][j] for j in range(len(grid[0])) if grid[i][j] == 'A'))

n, m = map(int, input().split())
grid = [list(input()) for _ in range(n)]
max_a = 0
for i in range(n):
    for j in range(m):
        if grid[i][j] == 'A':
            grid[i][j] = '.'
            destroyed = bfs(i, j, grid)
            grid[i][j] = 'A'
            max_a = max(max_a, destroyed)
print(max_a)
",1,1.0
238,"k, r = map(int,input().split())\nif k<10:\n    if k == r:\n        print(1)\n    elif k%r == 0:\n        print(k//r)\nelse:\n    if (k - r) % 10 == 0:\n        print(1)\n    elif k == r:\n        print(1)\n    elif k % (10+r) == 0:\n        print(k // (10+r))\n    elif k * 2 % 10 == 0:\n        print(2)",0,0.0
239,a=input().split()\nb=int(a[0])\nc=int(a[1])\nd=0\nwhile c>=0:\n    d = d + 1\n    c=c-d\n    if d==b:\n        d=0\nif c<0:\n    print(d+c)\nelse:\n    print(0),0,0.0
240,"
n = int(input())
b = list(map(int, input().split()))
max_weight = max(b)
min_weight = min(b)
max_diff = max_weight - min_weight
count_max = b.count(max_weight) * b.count(min_weight)
print(max_diff, count_max)
",1,1.0
241,"k, a, b = map(int, input().split())\n\n\nstep = abs(a) + abs(b)\n\ndirection = 1 if (a > 0 and b < 0) or (a < 0 and b > 0) else -1\n\n\nmax_distance = k * step\n\n\nmax_flowers = (max_distance // step) + 1\n\n\nprint(max_flowers)",0,0.0
242,def a (N):\n    c = 0\n    while N > 0:\n        if N >= 5:\n            c += N // 5\n            N = N % 5\n        elif N >= 2:\n            c += N // 2\n            N = N % 2\n        else:\n            c += N\n            N = 0\n    return c\nN = int(input())\nprint(a(N))\n,0,0.0
243,"h=int(input())\r\nm=int(input())\r\nvr=h*60+m\r\nvr=vr+75\r\nprint(vr//60%24,vr%60)\r\n",0,0.0
244,n=int(input())\ncnt=0\nwhile n>1:\n    if n%2==0:\n        n=n//2\n        cnt+=1\n    else:\n        n-=1\n        cnt+=1\nprint(cnt),0,0.0
245,"a=[int(i) for i in input().split()]\nb=[int(i) for i in input().split()]\nc=[int(i) for i in input().split()]\nm1=a[0]-c[0]\nm2=a[1]-b[1]\nprint(m1,m2)",0,5.195113749257344e-26
246,N = int(input())\nK = int(input())\nX = int(input())\nY = int(input())\nif K >= N:\n    s = N*X\nelse:\n    s = (N-K)*Y + K*X\nprint(s),0,0.0
247,"
n = int(input())
desks = n // 3
last_desk = n % 3
print(desks, last_desk)
",1,0.9999972581863403
248,"k,n= map(int,input(). split() )\r\nl=0\r\nif k>n:\r\n    print('1', n)\r\nelse:\r\n    l=n%k\r\n    n=n//k+1\r\n    print(n,l)",0,0.0
249,"a=list(map(int,input().split()))\nd=-1\ng=0\nv=0\nk=0\nf=[]\nh=[]\nfor i in range(len(a)):\n    if a[i]!=a[i-1] and i>0:\n        h.append(k)\n        f.append(a[i-1])\n        k=0\n    k+=1\nh.append(k)\nf.append(a[-1])\nfor i in range(len(h)):\n    if h[i]>2 and d<i:\n        v+=h[i]\n        g=i-1\n        d=i+1\n        if g>=0 and d<len(h) and f[g]==f[d]:\n            for q in range(1000):\n                if f[g]==f[d] and g>=0 and d<len(h):\n                    v+=h[g]+h[d]\n                    d+=1\n                    g-=1\n                else:\n                    break\nprint(v)",0,0.0
250,"y, k, n = map(int, input().split())\n\nostatok = n - y\n\nif ostatok == 0:\n    print(-1)\n    exit()\n\nevent = False\nfor i in range(1, ostatok):\n    if (i + y) % k == 0:\n        x = i\n        event = True\n        break\n\nif not event:\n    print(-1)\n    exit()\n\nwhile x + y <= n:\n    print(x, end = ' ')\n    x += k\n\n",0,0.0
251,"k, m, n = map(int, input().split())\nfrom math import *\nt=ceil(n/k)\nt*=2*m\nprint(t)",0,5.62264964708473e-22
252,"n,k,q=map(int,input().split())\na=list(map(int,input().split()))\nh=[-1]\nb=0\nfor i in range(n):\n    if a[i]<q:\n        h.append(i)\nh.append(i+1)\nfor i in range(1,len(h)):\n    a=h[i]-h[i-1]-1\n    c=a-k+1\n    if c%2==0 and c>0:\n        b+=(c+1)*(c//2)\n    elif c%2!=0 and c>0:\n        b+=(c+1)*(c//2)+(c//2+1)\nprint(b)",0,0.0
253,"def max_points_gap(n):
    if n == 1:
        return 0
    return 3 * (n - 1)

n = int(input())
print(max_points_gap(n))",1,0.9999997615814209
254,a=int(input())\r\nb=int(input())\r\nd=int(input())\r\ns1=0\r\ns=3.14*(d/2+2)\r\nif int(s)!=s:\r\n    s1=int(s+1)\r\nif (a*b)>=s: print('YES')\r\nelse: print('NO')\r\n,0,0.0
255,"n = int(input())
print([""Gryffindor"", ""Slytherin"", ""Ravenclaw"", ""Hufflepuff""][(n - 1) % 4])",1,0.9999992847442627
256,"a = 'абвгдеёжзийклмнопрстуфхцчшщъыьэюя'\ns=[i for i in input().split()]\nfor i in s:\n    print('мур-',a[a.find(i[0])-1],i[1:],sep='',end=' ')\n",0,2.8602188434541376e-14
257,"a= float(input())\r\nb = float(input())\r\nc = float(input())\r\nm = a\r\nif b >m:\r\n    m = b\r\nif c > m:\r\n    m = c\r\n\r\nmi = a\r\nif mi > b:\r\n    mi = b\r\nif mi > c:\r\n    mi = c\r\n\r\nsr = a+b+c\r\nsr = sr-(mi+m)\r\nmi = int(mi)\r\nsr = int(sr)\r\nm = int(m)\r\nprint(mi,sr,m)\r\n\r\n",0,0.0
258,"import math\nk,n,s,p= map(int,input().split())\nkl = math.ceil(n/s)\nprint(math.ceil((kl*k)/p))",0,1.6233559108081536e-18
259,"b, a = map(int, input().split())\r\nf = int(input())\r\nsp=[int(i) for i in str(f)]\r\nfor i in sp[::-1]:\r\n    if i<a:\r\n        sp.insert(i+1,a)\r\n    if a==0:\r\n        sp.append(a)\r\n    break\r\nprint(str(sp)[1:-1].replace("", "", """"))\r\n",0,0.0
260,"red, blue = map(int, input().split())\n\nrazn = min(red, blue)\nred -= razn\nblue -= razn\n\nodinak = 0\nodinak += red // 2\nodinak += blue // 2\nprint(razn, odinak)",0,0.0
261,"a = input()\ns = ['q','w','e','r','t','y','u','i','o','p','a','s','d','f','g','h','j','k','l','z','x','c','v','b','n','m']\nfor i in range(26):\n    if a == s[i]:\n        m = i + 1\n        break\nif m == 26:\n    print('q')\nelse:\n    print(s[m])",0,5.321698699845001e-05
262,"
def is_russian(s):
    return max(ord(ch) for ch in s) <= ord('я')

print('YES' if not is_russian(input()) else 'NO')
",1,1.0
263,"s1, s2, s3 = map(int, input().split())\nn = int(input())\no = 1\nfor i in range(n):\n    z = input()\n    if z == 'sausage':\n        o*=s1\n    if z == 'cheese':\n        o *= s2\n    if z == 'ketchup':\n        o *= s3\nprint(o)\n",0,0.0
264,"s = input().split()\nn = int(s[1])\nk = int(s[0])\nif n%k==0:\n    c=1\nelse:\n    c = n%k\nprint(n//(k+1)+1, c)",0,5.5357647298770144e-33
265,a=input().strip()\nb=input().strip()\na = list(a) + list(b)\na=len(set(a))\nprint(a-1),0,4.609776983458938e-22
266,"n=int(input())\r\nt=0\r\nfor i in range(n):\r\n    a,b,c=map(int,input().split())\r\n    if a+b+c >1:\r\n        t=t+1\r\nprint(t)\r\n",0,0.0
267,"from math import *\nk,n=map(int, input().split())\nprint(ceil (n/k),(n-1)%k+1)",0,6.62944034279522e-17
268,"n = list(map(int, input().split()))\nk = n[2] - abs(n[0] - n[1])\nprint(2 + k // n[0] + k // n[1])",0,6.0946489655988156e-15
269,n = int(input())\nprint((n - 1) * 3),0,1.5157579635882712e-09
270,"n=int(input())\nmen=list(map(int,input().split()))\nnotmen=list(map(int,input().split()))\nnotmen.sort()\nmen.sort()\nv=0\nfor i in range(n):\n    v+=abs(notmen[i]-men[i])\nprint(v)",0,5.415739524612736e-35
271,"n,m,a=map(int,input().split())\nif n%a==0:\n    d=n//a\nelse:\n    d=n//a+1\nif m%a==0:\n    s=m//a\nelse:\n    s=m//a+1\nprint(d*s)",0,0.0
272,"x,y=map(int,input().split())\nif x > 0 and y > 0:\n    print(x+y)\nelif x < 0 and y < 0:\n    print(x+y)\nelse:\n    print(x-y)",0,1.1734951536879909e-26
273,"N = int(input())grades = [int(input()) for _ in range(N)]def max_average(grades):while len(grades) > 1:grades.sort()a = grades.pop()b = grades.pop()grades.append((a + b) / 2)return grades[0]result = max_average(grades)print(f""{result:.6f}"")",1,1.0
274,"
sum = 0
count = 0
number = int(input())
while number != 0:
  sum += number
  count += 1
  number = int(input())
print(sum / count)
",1,1.0
275,"n,m,k=map(int,input().split())\r\na=0\r\nif n<=k:\r\n    print('NO')\r\nelse:\r\n    for i in range(m):\r\n        m=m-n\r\n        a+=1\r\n        if m<=0:\r\n            print(a)\r\n            break\r\n        else:\r\n            m=m+k\r\n    \r\n    \r\n",0,0.0
276,"n = int(input())
d = [int(x) for x in input().split()]
a, b = [int(x) for x in input().split()]
print(sum(d[a-1:b-1]))",1,0.9999998807907104
277,"a =list(map(int, input().split()))\r\nd = {""sausage"": a[0], ""cheese"": a[1], ""ketchup"": a[2]}\r\nans = 1\r\nfor _ in range(int(input())):\r\n    ans *= d[input().strip()]\r\nprint(ans)",0,0.0
278,"def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a

def find_min_hats(k, r):
    g = gcd(k, 10)
    if r % g == 0:
        return 1
    else:
        return 10 // g

k, r = map(int, input().split())
print(find_min_hats(k, r))",1,1.0
279,"a, b = map(int,  input().split())\nded = min(a, b)\nk = ((a+b)-ded*2)//2\nprint(ded, k)",0,5.7612356217358416e-15
280,"
n = int(input())
coordinates = list(map(int, input().split()))
coordinates.sort()
total_length = 0
for i in range(1, n):
    total_length += coordinates[i] - coordinates[i - 1]
print(total_length)
",1,1.0
281,"import random\nn = int(input())\n\nif n == 5:\n    x1, y1, x2, y2 = map(int, input().split())\n    if (x1, y1, x2, y2) == (0, 0, 2, 3):\n        print('YES')\n    else:\n        print(['YES','YES','YES','NO', 'NO'][random.randint(0,4)])\nelse:\n    x1, y1, x2, y2 = map(int, input().split())\n    if (x1, y1, x2, y2) == (0, 0, 2, 3) and n == 4:\n        print('NO')\n    else:\n        print(['YES','YES','YES','NO', 'NO'][random.randint(0,4)])",0,0.0
282,string1 = input()\nstring2 = input()\nx = string1[0]\ny = string1[1]\nx1 = string2[0]\ny1 = string2[1]\n\nif (x == y and x1 != y1) or (x != y and x1 == y1):\n    print(2)\nelif x == y or x1 == y1:\n    if x == x1:\n        print(0)\n    else:\n        print(1)\n\nelif x == y1 or x == x1 or y == y1 or y == x1:\n    if (x == y1 and x == x1) or (x == x1 and y == y1) or (y == y1 and y == x1) or (x == y1 and y == x1):\n        if (x == y1 and y == x1) or (x == y1 and y == x1):\n            print(1)\n        else:\n            print(2)\nelif x != y and x1 != y1 and x != x1 and y != y1:\n    print(3)\nelse:\n    print(0)\n\n,0,0.0
283,"import random\nn = int(input())\n\nif n == 5:\n    x1, y1, x2, y2 = map(int, input().split())\n    if (x1, y1, x2, y2) == (0, 0, 2, 3):\n        print('YES')\n    else:\n        print(['YES','YES','YES','NO', 'NO'][random.randint(0,4)])\nelse:\n    x1, y1, x2, y2 = map(int, input().split())\n    if (x1, y1, x2, y2) == (0, 0, 2, 3) and n == 4:\n        print('NO')\n    else:\n        print(['YES','YES','YES','NO', 'NO'][random.randint(0,4)])",0,0.0
284,n = int(input())\na = [int(x) for x in input().split()]\nb = [int(x) for x in input().split()]\na.sort()\nb.sort()\nc = 0\nfor i in range(n):\n    c += abs(a[i]-b[i])\nprint(c),0,3.208680937026031e-36
285,"def find_finalists(n, results):\n    flipped = [False] * n\n\n    for i in range(n):\n        for j in range(n):\n            if results[i][j] in (1, 3):  \n                flipped[i] = True\n            if results[i][j] in (2, 3):\n                flipped[j] = True\n\n    \n    finalists = [i + 1 for i in range(n) if not flipped[i]]  \n\n    return finalists\n\nn = int(input())\nresults = [list(map(int, input().split())) for _ in range(n)]\n\n\nfinalists = find_finalists(n, results)\n\n\nprint(len(finalists))\nprint("" "".join(map(str, finalists)))",0,0.0
286,s=input()\nsp=[0]*26\nfor i in range(len(s)-1):\n       if s[i]=='A':\n              sp[ord(s[i+1])-65]+=1\nprint(chr(sp.index(max(sp))+65)),0,6.9213141080190315e-28
287,"a,b=map(int,input().split())\n\ndef ko(x):\n    k=0\n    for t in range(1,int(x**0.5)+1):\n        if k>3:\n            return 0\n            break\n        if x%t==0:\n            if t%2==0:\n                k+=1\n            if x//t!=t:\n                if x//t%2==0 and x%t==0:\n                    k+=1\n    return k\n\n\nfor i in range(a,b+1):\n    if i%2==0:\n        spd=ko(i)\n        if spd==3:\n            print(i)",0,0.0
288,"a, b = input().split()\na, b = int(a), int(b)\nif a * b > 0:\n    print(a + b)\nelse:\n    print(a - b)",0,4.0576435003651057e-26
289,"n, m = map(int, input().split())
a = list(map(int, input().split()))
total_apartments = sum(a)

b = list(map(int, input().split()))

for i, cur_apartment in enumerate(b, start=1):
    apartment_number_in_house = 0
    for house in range(1, n+1):
        for apar in range(1, a[house-1]+1):
            apartment_number_in_house += 1
            if cur_apartment == apartment_number_in_house:
                print(house, apar)
                break",1,1.0
290,a=str(bin(int(input())))\r\nprint(a[2:]),0,1.3950173481658279e-11
291,"n, k = map(int, input().split())
time_rounds = [5*i for i in range(1, n+1)]
time_rounds.sort()

count = 0
total_time = 0
for time in time_rounds:
    total_time += time
    if total_time <= k * 60:
        count += 1
    else:
        break

print(count)",1,1.0
292,"
t = int(input())
for _ in range(t):
    n = int(input())
    squares = int(n**0.5)
    cubes = int(n**(1/3))
    sixths = int(n**(1/6))
    result = squares + cubes - sixths
    print(result)
",1,1.0
293,"
year = int(input())
if (year % 4 == 0 and year % 100 != 0) or (year % 400 == 0):
    print(""YES"")
else:
    print(""NO"")
",1,0.9999998807907104
294,"
s = input().strip()
count = 0

for i in range(len(s) - 1):
    if (s[i] in 'CDF') and (s[i + 1] in 'AO'):
        count += 1

print(count)
",1,1.0
295,"def main():
    n = int(input())
    prices = []
    for _ in range(n):
        prices.append(int(input()))

    prices.sort(reverse=True)
    total_price = 0
    max_discounted_price = 0
    discounted_count = 0

    for price in prices:
        if price > 100:
            discounted_count += 1
            if discounted_count % 2 == 0:
                discounted_price = price * 0.9
                if price > max_discounted_price:
                    max_discounted_price = price
            else:
                discounted_price = price
        else:
            discounted_price = price
        total_price += discounted_price

    total_price = round(total_price)
    print(total_price, max_discounted_price)

if __name__ == ""__main__"":
    main()",1,1.0
296,"n, z = map(int, input().split())\nstring = input()\nmn = 9\n\nfor i in range(len(string)):\n    if int(string[i]) <= mn: mn = int(string[i])\n\nif mn >= z:\n    print(string + str(z))\n\nelse:\n    for i in range(len(string)):\n        if string[i] == str(mn):\n            string = string[:i] + str(z) + string[i:]\n    print(string)\n",0,0.0
297,"def main():
    w, h = map(int, input().split())
    n = int(input())
    rectangles = []
    for _ in range(n):
        x1, y1, x2, y2 = map(int, input().split())
        rectangles.append((x1, y1, x2, y2))

    canvas = [[0] * w for _ in range(h)]
    for x1, y1, x2, y2 in rectangles:
        for i in range(y1, y2):
            for j in range(x1, x2):
                canvas[i][j] = 1

    unpainted_area = 0
    for row in canvas:
        unpainted_area += sum(row)

    print(w * h - unpainted_area)


if __name__ == ""__main__"":
    main()",1,1.0
298,"
N = int(input())
temperatures = list(map(int, input().split()))
max_change = 0
max_index = 0

for i in range(1, N):
    change = abs(temperatures[i] - temperatures[i - 1])
    if change > max_change:
        max_change = change
        max_index = i

print(max_index + 1)
",1,1.0
299,"
n = int(input())
grid = [list(input().strip()) for _ in range(n)]
max_clean_rows = 0

for mask in range(1 << n):
    temp_grid = [row[:] for row in grid]
    for j in range(n):
        if mask & (1 << j):
            for i in range(n):
                temp_grid[i][j] = '1' if temp_grid[i][j] == '0' else '0'
    clean_rows = sum(1 for row in temp_grid if all(cell == '1' for cell in row))
    max_clean_rows = max(max_clean_rows, clean_rows)

print(max_clean_rows)
",1,1.0
300,a=int(input())\r\nb=a//10%10\r\nprint(b),0,4.9878478084967786e-18
301,"def iff(a, b, c):\n    if a == b + c or b == c+a or c == b+a:\n        return True\n    else:\n        return False\n\nt = int(input())\nfor i in range(t):\n    a, b, c = list(map(int, input().split()))\n    if iff(a, b, c):\n        print('YES')\n    else:\n        print('NO')",0,0.0
302,d = int(input())\r\nm = int(input())\r\ny = int(input())\r\nif y != 2010:\r\n    print('NO')\r\nelse:\r\n    if m == 9:\r\n        if d != 1:\r\n            print('NO')\r\n    else:\r\n        if m > 9:\r\n            print('NO')\r\n        else:\r\n            print('YES'),0,0.0
303,"a = input()\ns = set()\nx = y = 0\nhx, hy, h = [0, 0, -1, 1], [1, -1, 0, 0], 'UDLR'\nans = 0\nfor i in a:\n    ind = h.index(i)\n    nx, ny = x + hx[ind], y + hy[ind]\n    if (x, y, nx, ny) in s or (nx, ny, x, y) in s:\n        ans += 1\n    else:\n        ans += 5\n        s.add((x, y, nx, ny))\n    x, y = nx, ny\nprint(ans)",0,0.0
304,n=int(input())\na=[int(s) for s in input().split()]\nb=[]\nc=[]\ns=0\nk=0\nfor i in range(len(a)):\n    if a[i]<=0:\n        b.append(a[i])\n    else:\n        c.append(a[i])\nfor g in range(len(b)):\n    s+=b[g]\nfor j in range(len(c)):\n    k+=c[j]\nprint(k-s),0,0.0
305,"n, k = map(int, input().split())\na = (-412 * 312 - 42315125) * 2 ** 2\nfor i in range (n):\n    f, t = map(int, input().split())\n    if a < (f - (t - k) if t > k else f):\n        a = (f - (t - k) if t > k else f)\nprint (a)",0,3.3097847831230017e-32
306,"n, m = map(int, input().split())\nc = m % n\nif n == 1:\n    print(m, n)\nelse:\n    if c == 0:\n        print(m // n + 1, m)\n    else:\n        print(m // n + 1, m % n)",0,0.0
307,s1 = set()\nn = int(input())\ns = input()\nfor i in range(n - 1):\n    s1.add(s[i:i+2])\nprint(len(s1)),0,3.48752953373433e-18
308,"﻿a,b=map(int,input().split())\r\nm,k=map(int,input().split())\r\nif (a<m and b<k) or (a==m and b==k) or (a<m and b==k) or (a==m and b<k) or (a>m and b<k) or (a<m and b>k):\r\n    print('YES')\r\nelse:\r\n    print('NO')\r\n",0,0.0
309,import math\n\nn = int(input())\nlength = math.floor(math.sqrt(n))\nwidth = math.ceil(n / length)\nk = 2 * n + length + width\nprint(k)\n,0,7.310513243779042e-33
310,"n = int(input())\r\nfor i in range(2,n+1):\r\n    if n % i == 0:\r\n        print(i)\r\n        break\r\n",0,0.0
